,actual_hardness,predicted_hardness,y_std,load,formula
486,5.88,5.870111,1.3936311,1.96,ThC2
489,5.51,3.4539454,0.6296396,0.98,ThMn3Al2
490,3.85,2.1284602,0.69477934,0.98,ThPt5
491,6.28,7.376297,1.5354242,0.98,ThRe2
492,51.00800966,44.610157,1.6040354,0.49,Ti0.08W0.92B4
493,39.88907019,37.891186,1.0662663,0.98,Ti0.08W0.92B4
494,36.18272501,33.709255,0.80699337,1.96,Ti0.08W0.92B4
495,34.42381695,31.969147,0.5737728,2.94,Ti0.08W0.92B4
496,32.50781335,29.819862,0.44064668,4.9,Ti0.08W0.92B4
497,44.41352722,46.826267,1.6960815,0.49,Ti0.1W0.9B4
498,37.28359442,39.996326,1.1100963,0.98,Ti0.1W0.9B4
499,34.01698226,35.99313,0.9392174,1.96,Ti0.1W0.9B4
500,32.2894837,33.976105,0.76094306,2.94,Ti0.1W0.9B4
501,30.12220409,32.180855,0.5792418,4.9,Ti0.1W0.9B4
502,39.55,33.550117,0.54786104,4.9,Ti0.25B3.5C0.75
503,38.24093585,42.520847,1.5407689,0.49,Ti0.3W0.7B4
504,34.40897668,36.678886,1.0411311,0.98,Ti0.3W0.7B4
505,32.4615876,33.44446,0.7742225,1.96,Ti0.3W0.7B4
506,30.73404101,31.712826,0.67907596,2.94,Ti0.3W0.7B4
507,29.54050397,29.799488,0.5844296,4.9,Ti0.3W0.7B4
508,1.47,7.71996,1.4960355,0.049,Ti0.5Nb0.5
509,15.5,16.387302,2.1986494,0.98,Ti0.5Nb0.5N
510,1.46,2.8836753,0.7954793,9.8,Ti0.75Pt0.25
511,2.06,4.041691,0.6421593,2.94,Ti0.815Sn0.185
512,2.04,3.1121597,0.9099117,0.98,Ti0.89Al0.11
513,1.92,1.4365972,0.79174745,2.94,Ti0.89V0.11
514,3.01,3.2076633,0.7983724,2.94,Ti0.9Si0.1
515,2.98,3.2835183,0.41637644,0.98,Ti3Al
516,2.2,3.2947066,1.5342491,9.8,Ti3GeC2
517,3.0,6.0742636,1.0894794,9.8,Ti3SiC2
518,9.51,5.7113304,0.86311346,0.98,Ti5Ge3
519,27.46,28.681562,1.1546173,0.29,TiB
520,33.05,27.154396,2.1964798,0.29,TiB2
521,33.0,18.373209,1.6080714,4.9,TiB2
522,26.0,18.334206,1.6153291,9.8,TiB2
523,35.7,38.020515,1.9691564,0.49,TiB50
524,26.0,12.254113,0.704252,0.98,TiC
525,3.01,6.9997916,0.9522935,0.98,TiGe2
526,5.82,6.677741,0.38176724,0.98,TiMn2
527,18.0,19.03061,1.820257,0.98,TiN
528,7.85,6.064448,0.68957245,0.59,TiRu
529,7.26,8.295405,0.5706226,0.59,TiRu0.4Ni0.6
530,37.27,34.0389,0.7395141,0.49,TmB12
531,5.88,5.532435,1.3503882,0.49,UCo5
532,3.14,4.2716703,2.4335494,0.49,UV2Al20
533,1.95,4.07907,0.75828743,9.8,V0.25Pt0.75
534,19.91,18.187366,2.479926,0.98,V0.25Re0.75
535,5.1,11.486837,1.5326862,0.98,V0.8Re0.2
536,21.2,18.233257,2.2498827,0.98,V1.16Re2.84
538,7.81,7.006123,0.47689554,0.98,V17Ge31
539,22.36,19.365402,0.6435832,0.49,V3B2
540,23.05,26.934467,0.85798377,0.49,V3B4
542,7.9,8.796415,0.94734406,0.98,V3Ge
543,8.9,8.591068,0.60237485,0.49,V3Si
544,7.0,9.415183,0.76813066,0.98,V5Ge3
545,9.81,5.957513,0.46638286,0.98,V6Ga5
546,27.46,24.698572,2.1394773,0.29,VB2
547,35.4,38.83776,1.5328981,0.49,VB50
548,23.1,26.100399,0.5072185,0.49,VC
549,9.81,8.573138,0.36776942,0.98,VO0.33
550,7.72667,11.342111,1.5260209,0.98,W0.35Os0.65
551,25.24878049,25.533134,0.46359858,4.9,W0.5Dy0.5B11.6
552,37.67804878,37.31776,1.1663904,0.49,W0.5Dy0.5B11.6
553,31.32682927,31.693676,0.80137444,0.98,W0.5Dy0.5B11.6
554,28.76585366,28.67678,0.61589456,1.96,W0.5Dy0.5B11.6
555,28.42439024,27.2005,0.55316126,2.94,W0.5Dy0.5B11.6
556,25.86336867,26.125023,0.31461763,4.9,W0.5Er0.5B11.6
557,37.48881037,37.412476,1.094572,0.49,W0.5Er0.5B11.6
558,32.23949745,32.186966,0.47667465,0.98,W0.5Er0.5B11.6
559,28.74911661,29.631254,0.46092248,1.96,W0.5Er0.5B11.6
560,27.40243424,28.113691,0.3684394,2.94,W0.5Er0.5B11.6
561,25.62101129,26.729916,0.27174073,4.9,W0.5Gd0.5B11.6
562,35.03436426,39.269226,0.8990288,0.49,W0.5Gd0.5B11.6
563,29.06725577,33.30829,0.39186478,0.98,W0.5Gd0.5B11.6
564,28.5886107,30.073622,0.2837619,1.96,W0.5Gd0.5B11.6
565,27.02503682,28.39363,0.19569105,2.94,W0.5Gd0.5B11.6
566,27.02666667,27.067308,0.3409989,4.9,W0.5Ho0.5B11.6
567,36.82666667,38.28678,0.87678385,0.49,W0.5Ho0.5B11.6
568,33.42666667,32.492737,0.4500603,0.98,W0.5Ho0.5B11.6
569,28.99333333,30.15659,0.46313393,1.96,W0.5Ho0.5B11.6
570,28.09333333,28.791658,0.47609416,2.94,W0.5Ho0.5B11.6
571,36.21106122,35.31788,1.797549,0.49,W0.5Nb0.5B2.1
572,32.2766464,31.549887,1.2564863,0.98,W0.5Nb0.5B2.1
573,30.21467078,28.626575,1.0513554,1.96,W0.5Nb0.5B2.1
574,27.22830188,26.506361,0.9354158,2.94,W0.5Nb0.5B2.1
575,26.06696989,24.047808,0.8147351,4.9,W0.5Nb0.5B2.1
576,0.85,1.101969,0.7691832,9.8,W0.5Pt0.5
577,42.67955647,40.971703,1.1546135,0.49,W0.5Sc0.5B11.6
578,34.73389654,34.379883,0.54317296,0.98,W0.5Sc0.5B11.6
579,32.29983875,31.753159,0.4039093,1.96,W0.5Sc0.5B11.6
580,30.70508709,29.757864,0.25662938,2.94,W0.5Sc0.5B11.6
581,28.15914273,27.622337,0.20361628,4.9,W0.5Sc0.5B11.6
582,42.8,34.857616,1.3473258,0.49,W0.5Ta0.5B
583,34.0,28.384262,0.6551796,0.98,W0.5Ta0.5B
584,21.0,22.099031,0.5200133,4.9,W0.5Ta0.5B
585,32.21626605,35.909187,1.5882181,0.49,W0.5Ta0.5B2.1
586,28.5809234,31.453772,0.7718675,0.98,W0.5Ta0.5B2.1
587,27.90509903,28.754486,0.67757535,1.96,W0.5Ta0.5B2.1
588,25.90099987,26.855043,0.5832954,2.94,W0.5Ta0.5B2.1
589,23.66386593,25.023336,0.59029955,4.9,W0.5Ta0.5B2.1
590,24.97814208,25.144232,0.44863224,4.9,W0.5Tb0.5B11.6
591,36.67213115,37.66152,0.7867054,0.49,W0.5Tb0.5B11.6
592,32.32786885,30.915712,0.5523025,0.98,W0.5Tb0.5B11.6
593,28.39344262,28.024128,0.50749046,1.96,W0.5Tb0.5B11.6
594,27.21857923,26.780695,0.6123231,2.94,W0.5Tb0.5B11.6
595,28.92852563,27.545195,0.32735404,4.9,W0.5Y0.5B11.6
596,39.96680415,40.03103,1.1282774,0.49,W0.5Y0.5B11.6
597,34.46466469,33.788082,0.6607348,0.98,W0.5Y0.5B11.6
598,30.55879971,31.253653,0.5787119,1.96,W0.5Y0.5B11.6
599,29.30213011,29.631268,0.4101033,2.94,W0.5Y0.5B11.6
600,36.00342752,36.21779,1.2798873,0.49,W0.6Nb0.4B2.1
601,33.01710713,32.758465,0.8339619,0.98,W0.6Nb0.4B2.1
602,30.22034741,29.306412,0.64770395,1.96,W0.6Nb0.4B2.1
603,28.32423132,27.577238,0.5027279,2.94,W0.6Nb0.4B2.1
604,25.88303733,25.57432,0.60306716,4.9,W0.6Nb0.4B2.1
605,41.91300677,41.143158,1.1582413,0.49,W0.75Sc0.25B11.6
606,34.52687623,34.47836,0.5615215,0.98,W0.75Sc0.25B11.6
607,32.7083273,31.83891,0.46313927,1.96,W0.75Sc0.25B11.6
608,30.69393464,29.693048,0.30537382,2.94,W0.75Sc0.25B11.6
609,28.20394564,27.564882,0.2839755,4.9,W0.75Sc0.25B11.6
611,49.9,51.12746,1.8755893,0.49,W0.88Ta0.02Cr0.1B4
612,43.0,42.256912,1.3887064,0.98,W0.88Ta0.02Cr0.1B4
613,37.8,36.827988,0.9692445,1.96,W0.88Ta0.02Cr0.1B4
614,34.5,34.5691,0.81253976,2.94,W0.88Ta0.02Cr0.1B4
615,30.8,31.72285,0.69830126,4.9,W0.88Ta0.02Cr0.1B4
616,47.2,48.28183,1.6218828,0.49,W0.88Ta0.02Mn0.1B4
617,36.9,39.11376,1.1239957,0.98,W0.88Ta0.02Mn0.1B4
618,33.1,34.426315,0.725787,1.96,W0.88Ta0.02Mn0.1B4
619,31.5,32.433067,0.59688866,2.94,W0.88Ta0.02Mn0.1B4
620,30.4,29.722351,0.4745386,4.9,W0.88Ta0.02Mn0.1B4
621,26.95609756,28.04929,0.50107896,4.9,W0.8Dy0.2B11.6
622,41.74146341,41.34658,1.4335223,0.49,W0.8Dy0.2B11.6
623,33.71707317,34.59483,0.8624758,0.98,W0.8Dy0.2B11.6
624,30.33658537,31.39231,0.65107244,1.96,W0.8Dy0.2B11.6
625,28.8,29.806269,0.60109264,2.94,W0.8Dy0.2B11.6
626,27.01766784,29.096506,0.5221401,4.9,W0.8Er0.2B11.6
627,38.58814291,43.861008,1.4291987,0.49,W0.8Er0.2B11.6
628,35.23517864,36.126587,0.8219047,0.98,W0.8Er0.2B11.6
629,31.03023165,32.376915,0.6662232,1.96,W0.8Er0.2B11.6
630,30.61798194,30.77627,0.6018994,2.94,W0.8Er0.2B11.6
631,28.04614629,27.730083,0.23111324,4.9,W0.8Gd0.2B11.6
632,38.35297005,40.65722,0.9016426,0.49,W0.8Gd0.2B11.6
633,32.76877761,34.46836,0.40644917,0.98,W0.8Gd0.2B11.6
634,30.72655866,31.245668,0.27495062,1.96,W0.8Gd0.2B11.6
635,29.45017182,29.538752,0.1894294,2.94,W0.8Gd0.2B11.6
636,30.19333333,27.866354,0.28713772,4.9,W0.8Ho0.2B11.6
637,43.02666667,40.19593,1.1763446,0.49,W0.8Ho0.2B11.6
638,36.29333333,34.2229,0.6559712,0.98,W0.8Ho0.2B11.6
639,33.36,31.378647,0.40796533,1.96,W0.8Ho0.2B11.6
640,31.32666667,29.69551,0.42143938,2.94,W0.8Ho0.2B11.6
641,37.12878326,36.60812,1.6166832,0.49,W0.8Nb0.2B2.1
642,33.21809384,32.57842,0.93033504,0.98,W0.8Nb0.2B2.1
643,29.61551935,29.690403,0.7756501,1.96,W0.8Nb0.2B2.1
644,27.31650799,27.701973,0.6368277,2.94,W0.8Nb0.2B2.1
645,24.94636894,25.503355,0.7116138,4.9,W0.8Nb0.2B2.1
646,39.25845882,41.50382,1.1990596,0.49,W0.8Sc0.2B11.6
647,34.78205484,34.673927,0.59164494,0.98,W0.8Sc0.2B11.6
648,32.37597472,31.765741,0.46973908,1.96,W0.8Sc0.2B11.6
649,30.0818053,29.909124,0.3121123,2.94,W0.8Sc0.2B11.6
650,27.78763589,27.838938,0.19974174,4.9,W0.8Sc0.2B11.6
651,34.59975148,35.00136,1.351515,0.49,W0.8Ta0.2B2.1
652,31.54699579,30.240303,0.8873083,0.98,W0.8Ta0.2B2.1
653,29.49626618,27.482155,0.6655542,1.96,W0.8Ta0.2B2.1
654,27.23585225,26.099354,0.53383917,2.94,W0.8Ta0.2B2.1
655,24.88217742,24.181396,0.7394192,4.9,W0.8Ta0.2B2.1
656,26.69945355,26.222439,0.41219944,4.9,W0.8Tb0.2B11.6
657,42.30054645,39.672024,1.0539045,0.49,W0.8Tb0.2B11.6
658,32.32786885,33.197727,0.54465896,0.98,W0.8Tb0.2B11.6
659,29.15846995,29.811548,0.22080675,1.96,W0.8Tb0.2B11.6
660,28.14754098,28.068844,0.2130956,2.94,W0.8Tb0.2B11.6
661,27.64738769,29.003075,0.43751413,4.9,W0.8Y0.2B11.6
662,38.65173773,42.611195,1.197776,0.49,W0.8Y0.2B11.6
663,32.87785036,35.741207,0.61365825,0.98,W0.8Y0.2B11.6
664,31.21357668,32.836216,0.59586346,1.96,W0.8Y0.2B11.6
665,29.31159025,30.99351,0.4765603,2.94,W0.8Y0.2B11.6
666,57.3,53.07097,2.383959,0.49,W0.93Ta0.02Cr0.05B4
667,44.1,45.052544,1.648536,0.98,W0.93Ta0.02Cr0.05B4
668,38.2,39.25717,1.122499,1.96,W0.93Ta0.02Cr0.05B4
669,34.8,36.548878,0.91136616,2.94,W0.93Ta0.02Cr0.05B4
670,31.7,33.711952,0.80685467,4.9,W0.93Ta0.02Cr0.05B4
671,55.8,49.23296,2.0789535,0.49,W0.94Ta0.02Mn0.04B4
672,46.7,40.18446,1.5419677,0.98,W0.94Ta0.02Mn0.04B4
673,37.0,35.16386,1.0461826,1.96,W0.94Ta0.02Mn0.04B4
674,34.8,33.20229,0.9043343,2.94,W0.94Ta0.02Mn0.04B4
675,30.9,30.405203,0.77530754,4.9,W0.94Ta0.02Mn0.04B4
676,35.7105193,33.579666,1.7372316,0.49,W0.94Ta0.06B2.1
677,29.86134618,29.9352,1.0603842,0.98,W0.94Ta0.06B2.1
678,27.36785048,27.397587,0.7729049,1.96,W0.94Ta0.06B2.1
679,26.10946264,26.194916,0.6216803,2.94,W0.94Ta0.06B2.1
680,24.26846434,23.93329,0.5115621,4.9,W0.94Ta0.06B2.1
681,53.5,48.70919,1.9721382,0.49,W0.9Cr0.1B4
682,32.4,30.41526,0.7817618,4.9,W0.9Cr0.1B4
683,27.05853659,28.233267,0.5596818,4.9,W0.9Dy0.1B11.6
684,41.05853659,42.917023,1.3639752,0.49,W0.9Dy0.1B11.6
685,33.30731707,34.92345,0.8767001,0.98,W0.9Dy0.1B11.6
686,29.89268293,31.57558,0.7205545,1.96,W0.9Dy0.1B11.6
687,27.87804878,29.936796,0.7215612,2.94,W0.9Dy0.1B11.6
688,28.17196702,29.100727,0.5350098,4.9,W0.9Er0.1B11.6
689,45.87122104,42.94542,1.3320601,0.49,W0.9Er0.1B11.6
690,34.3557126,36.284843,0.8446664,0.98,W0.9Er0.1B11.6
691,32.48684727,32.805904,0.5806383,1.96,W0.9Er0.1B11.6
692,31.46996466,31.107029,0.5408725,2.94,W0.9Er0.1B11.6
693,30.05645557,27.62392,0.43960348,4.9,W0.9Gd0.1B11.6
694,44.03289151,40.92026,1.3049729,0.49,W0.9Gd0.1B11.6
695,35.83210604,33.947792,0.63642967,0.98,W0.9Gd0.1B11.6
696,31.84339715,31.045475,0.5680634,1.96,W0.9Gd0.1B11.6
697,31.55621011,29.417858,0.45129085,2.94,W0.9Gd0.1B11.6
698,29.42666667,28.544277,0.62051696,4.9,W0.9Ho0.1B11.6
699,43.06,42.464756,1.6095424,0.49,W0.9Ho0.1B11.6
700,35.36,34.771935,1.0197864,0.98,W0.9Ho0.1B11.6
701,33.72666667,31.882633,0.7729803,1.96,W0.9Ho0.1B11.6
702,32.12666667,30.241941,0.7038272,2.94,W0.9Ho0.1B11.6
703,37.11075874,35.60229,1.3069133,0.49,W0.9Nb0.1B2.1
704,32.10979226,31.771278,0.762157,0.98,W0.9Nb0.1B2.1
705,29.38416024,28.949263,0.5735699,1.96,W0.9Nb0.1B2.1
706,28.03321906,27.44915,0.42376226,2.94,W0.9Nb0.1B2.1
707,25.63940312,25.072523,0.2839609,4.9,W0.9Nb0.1B2.1
708,43.09813533,43.198166,1.5386552,0.49,W0.9Sc0.1B11.6
709,36.29956011,36.11348,0.964228,0.98,W0.9Sc0.1B11.6
710,34.08932372,32.922966,0.6406132,1.96,W0.9Sc0.1B11.6
711,30.73200263,30.85265,0.503413,2.94,W0.9Sc0.1B11.6
712,28.35390018,28.767035,0.3953603,4.9,W0.9Sc0.1B11.6
713,34.92040922,34.565742,1.2492462,0.49,W0.9Ta0.1B2.1
714,28.81489784,30.655104,0.79166937,0.98,W0.9Ta0.1B2.1
715,27.3234987,28.06866,0.5577715,1.96,W0.9Ta0.1B2.1
716,26.55446042,26.314604,0.38528588,2.94,W0.9Ta0.1B2.1
717,24.50377779,24.36531,0.32346344,4.9,W0.9Ta0.1B2.1
718,26.50819672,27.858053,0.82105905,4.9,W0.9Tb0.1B11.6
719,42.6010929,42.101673,1.4667608,0.49,W0.9Tb0.1B11.6
720,35.60655738,34.069656,0.88627726,0.98,W0.9Tb0.1B11.6
721,30.22404372,31.09472,0.7223154,1.96,W0.9Tb0.1B11.6
722,28.44808743,29.438114,0.77304155,2.94,W0.9Tb0.1B11.6
723,29.74501412,29.380392,0.45676377,4.9,W0.9Y0.1B11.6
724,43.77216402,43.745544,1.5504515,0.49,W0.9Y0.1B11.6
725,37.01331939,36.084248,0.88096344,0.98,W0.9Y0.1B11.6
726,33.44709484,33.044643,0.6895741,1.96,W0.9Y0.1B11.6
727,31.3752882,31.34503,0.55832183,2.94,W0.9Y0.1B11.6
729,26.12,30.610361,1.2670814,0.29,W2B5
730,24.0,21.194668,2.5488427,0.49,W2C
731,20.5,18.8182,1.7388499,0.98,W2C
732,36.28,29.23828,1.8257321,0.49,WB
733,41.2583195,39.853466,1.1423918,0.49,WB11.6
734,34.06805683,34.884357,0.707674,0.98,WB11.6
735,30.71075987,32.073166,0.55143833,1.96,WB11.6
736,29.25589659,29.907656,0.4980715,2.94,WB11.6
737,26.40217366,27.98588,0.41673815,4.9,WB11.6
738,26.09,29.713745,0.9976032,0.29,WB2
739,29.50839113,25.95378,1.5973012,0.49,WB2.1
740,25.92951778,23.8558,1.1709466,0.98,WB2.1
741,24.69705809,21.688162,1.1027993,1.96,WB2.1
742,23.20388577,21.020329,0.95632124,2.94,WB2.1
743,21.94770066,18.79197,0.79249895,4.9,WB2.1
744,40.39,46.901623,1.7735695,0.49,WB4
745,38.0,40.63338,0.95653826,0.98,WB4
746,32.9,35.19529,0.95892245,1.96,WB4
747,28.1,32.18578,0.64060444,4.9,WB4
748,25.6,21.208834,1.8114104,9.8,WC
749,31.6298633,36.54129,1.1508007,0.49,Y0.05Sc0.95CrB4
750,29.94742376,31.231527,0.96198344,0.98,Y0.05Sc0.95CrB4
751,28.15983176,28.099669,1.0935574,1.96,Y0.05Sc0.95CrB4
752,25.8254469,25.59212,1.036658,2.94,Y0.05Sc0.95CrB4
753,23.53312303,23.374207,1.2576634,4.9,Y0.05Sc0.95CrB4
754,35.34134522,35.99634,1.3430147,0.49,Y0.05Sc1.95ReB6
755,32.4633275,31.565434,0.8821609,0.98,Y0.05Sc1.95ReB6
756,25.15574539,26.717594,0.8952053,1.96,Y0.05Sc1.95ReB6
757,22.97844042,23.623348,0.6484761,2.94,Y0.05Sc1.95ReB6
758,22.52797085,21.599718,0.7895153,4.9,Y0.05Sc1.95ReB6
759,8.34,6.7111483,0.606659,9.8,Y0.1Ce0.8Sm0.1O1.9
760,37.6,43.140682,1.1647818,0.49,Y0.25Hf0.25Gd0.5B20
761,30.9,36.142723,0.8184968,0.98,Y0.25Hf0.25Gd0.5B20
762,27.1,33.269936,0.69845015,1.96,Y0.25Hf0.25Gd0.5B20
763,25.7,31.401608,0.5361216,2.98,Y0.25Hf0.25Gd0.5B20
764,25.4,29.994026,0.49086833,4.9,Y0.25Hf0.25Gd0.5B20
765,43.2,42.489346,1.4219158,0.49,Y0.25Hf0.5Gd0.25B20
766,35.9,35.287178,1.0433139,0.98,Y0.25Hf0.5Gd0.25B20
767,33.3,32.45756,0.9686441,1.96,Y0.25Hf0.5Gd0.25B20
768,31.8,30.537708,0.8442246,2.98,Y0.25Hf0.5Gd0.25B20
769,28.6,29.415787,0.7831223,4.9,Y0.25Hf0.5Gd0.25B20
770,44.1,41.94541,1.447263,0.49,Y0.25Hf0.75B20
771,36.5,35.29312,0.9235207,0.98,Y0.25Hf0.75B20
772,34.6,32.279526,0.81896245,1.96,Y0.25Hf0.75B20
773,31.9,30.275946,0.78632927,2.98,Y0.25Hf0.75B20
774,30.8,29.1346,0.76048374,4.9,Y0.25Hf0.75B20
775,35.35226078,37.366783,1.4552608,0.49,Y0.25Sc0.75CrB4
776,32.0084122,32.00407,1.2489737,0.98,Y0.25Sc0.75CrB4
777,27.59200841,28.60664,1.4011484,1.96,Y0.25Sc0.75CrB4
778,26.14090431,26.09909,1.3128266,2.94,Y0.25Sc0.75CrB4
779,23.11251314,23.831203,1.5278106,4.9,Y0.25Sc0.75CrB4
780,35.59409986,35.52103,1.1476176,0.49,Y0.25Sc1.75ReB6
781,32.39077837,31.020695,0.6978716,0.98,Y0.25Sc1.75ReB6
782,27.11027396,26.22343,0.5391058,1.96,Y0.25Sc1.75ReB6
783,24.65771741,23.60312,0.36370656,2.94,Y0.25Sc1.75ReB6
784,23.08107391,21.644802,0.52299595,4.9,Y0.25Sc1.75ReB6
785,43.88793167,43.23708,1.2754625,0.49,Y0.25Zr0.75B12
786,36.39841791,37.274612,0.8037275,0.98,Y0.25Zr0.75B12
787,34.17780736,34.27465,0.8848609,1.96,Y0.25Zr0.75B12
788,32.84544103,32.67244,0.77975863,2.94,Y0.25Zr0.75B12
789,30.38258206,30.939667,0.6073796,4.9,Y0.25Zr0.75B12
790,45.71772802,43.23708,1.2754625,0.49,Y0.25Zr0.75B12
791,12.83,14.007323,1.0477784,9.81,Y0.2Zr0.8O1.92
792,7.4985,9.225498,0.8803646,9.8,Y0.5Ce0.5O1.75
793,43.2,39.208,1.1453005,0.49,Y0.5Hf0.25Gd0.25B20
794,37.4,31.921898,0.8688124,0.98,Y0.5Hf0.25Gd0.25B20
795,33.8,28.923113,0.83323497,1.96,Y0.5Hf0.25Gd0.25B20
796,31.9,27.054247,0.62558115,2.98,Y0.5Hf0.25Gd0.25B20
797,30.8,25.955362,0.5819549,4.9,Y0.5Hf0.25Gd0.25B20
798,42.01892744,36.585365,1.2666357,0.49,Y0.5Sc0.5CrB4
799,35.37329127,32.442154,0.95827043,0.98,Y0.5Sc0.5CrB4
800,28.89589905,28.446976,0.8926221,1.96,Y0.5Sc0.5CrB4
801,26.16193481,26.568172,0.7504697,2.94,Y0.5Sc0.5CrB4
802,24.16403785,24.105955,0.8663148,4.9,Y0.5Sc0.5CrB4
803,36.7985002,37.7244,1.2130834,0.49,Y0.5Sc1.5ReB6
804,33.87043031,32.963436,0.8728465,0.98,Y0.5Sc1.5ReB6
805,27.23851718,28.024939,0.43957672,1.96,Y0.5Sc1.5ReB6
806,25.31152615,25.755163,0.4197758,2.94,Y0.5Sc1.5ReB6
807,23.48462178,23.86475,0.4849648,4.9,Y0.5Sc1.5ReB6
808,38.40990058,37.20612,0.9549744,0.98,Y0.5Zr0.5B12
809,35.32123318,34.27427,0.83866364,1.96,Y0.5Zr0.5B12
810,33.88790928,32.640476,0.843703,2.94,Y0.5Zr0.5B12
811,31.66729873,31.060272,0.6234743,4.9,Y0.5Zr0.5B12
812,43.26778151,43.487083,1.6218847,0.49,Y0.5Zr0.5B12
813,39.6214511,37.999714,1.1594403,0.49,Y0.75Sc0.25CrB4
814,33.05993691,33.270664,0.96072274,0.98,Y0.75Sc0.25CrB4
815,27.97055731,28.610275,0.8878002,1.96,Y0.75Sc0.25CrB4
816,25.90956887,25.955956,0.7686284,2.94,Y0.75Sc0.25CrB4
817,22.98633018,24.017836,0.88423413,4.9,Y0.75Sc0.25CrB4
818,37.65249996,37.59437,1.1419442,0.49,Y0.75Sc1.25ReB6
819,33.94863904,33.11745,0.68377423,0.98,Y0.75Sc1.25ReB6
820,28.51799579,27.98186,0.4625116,1.96,Y0.75Sc1.25ReB6
821,26.390743,25.730957,0.16788414,2.94,Y0.75Sc1.25ReB6
822,24.81411719,23.701788,0.41915056,4.9,Y0.75Sc1.25ReB6
823,35.75808038,37.38345,0.8112197,0.98,Y0.75Zr0.25B12
824,34.36515194,34.25215,0.88639015,1.96,Y0.75Zr0.25B12
825,31.98304244,32.66082,0.79657495,2.94,Y0.75Zr0.25B12
826,30.89292454,31.02331,0.63591343,4.9,Y0.75Zr0.25B12
827,38.44374343,37.963192,1.2232776,0.49,Y0.95Sc0.05CrB4
828,32.49211356,33.112804,1.0148135,0.98,Y0.95Sc0.05CrB4
829,27.54994742,28.702677,0.9955571,1.96,Y0.95Sc0.05CrB4
830,26.47739222,26.160074,0.78171366,2.94,Y0.95Sc0.05CrB4
831,23.02839117,23.820162,1.0088726,4.9,Y0.95Sc0.05CrB4
832,40.26147397,39.049206,1.5183741,0.49,Y1.25Sc0.75ReB6
833,33.9048655,34.49443,1.0221107,0.98,Y1.25Sc0.75ReB6
834,29.62538689,29.683428,0.8800536,1.96,Y1.25Sc0.75ReB6
835,26.8474912,27.07364,0.56896746,2.94,Y1.25Sc0.75ReB6
836,25.19576944,24.852549,0.6947036,4.9,Y1.25Sc0.75ReB6
837,38.53778674,38.227623,1.4574683,0.49,Y1.5Sc0.5ReB6
838,34.15822147,33.77067,1.0000783,0.98,Y1.5Sc0.5ReB6
839,28.7526043,28.428228,0.6863545,1.96,Y1.5Sc0.5ReB6
840,25.52422136,26.157461,0.43329024,2.94,Y1.5Sc0.5ReB6
841,23.42201235,24.069363,0.68738705,4.9,Y1.5Sc0.5ReB6
842,35.48773456,37.112896,1.5138412,0.49,Y1.75Sc0.25ReB6
843,33.63580411,32.995552,1.1424946,0.98,Y1.75Sc0.25ReB6
844,27.17907359,27.913057,0.6147282,1.96,Y1.75Sc0.25ReB6
845,25.57740401,25.027561,0.6079299,2.94,Y1.75Sc0.25ReB6
846,23.2249518,22.905085,0.7116556,4.9,Y1.75Sc0.25ReB6
847,36.06584602,37.088364,1.2130426,0.49,Y1.95Sc0.05ReB6
848,32.93758512,32.17563,0.8461305,0.98,Y1.95Sc0.05ReB6
849,25.73007198,27.383816,0.6093312,1.96,Y1.95Sc0.05ReB6
850,25.1044198,24.653929,0.38957012,2.94,Y1.95Sc0.05ReB6
851,22.87711572,22.411192,0.5672469,4.9,Y1.95Sc0.05ReB6
852,28.13419913,37.57019,1.0373641,0.49,Y2Re0.5Cr0.5B6
853,25.48268398,33.21017,0.7304075,0.98,Y2Re0.5Cr0.5B6
854,21.37012987,28.664682,0.84626865,1.96,Y2Re0.5Cr0.5B6
855,16.44588745,26.31942,0.62727535,2.94,Y2Re0.5Cr0.5B6
856,14.93073593,24.19565,0.8186987,4.9,Y2Re0.5Cr0.5B6
862,38.28030303,36.721867,1.1044161,0.49,Y2Re0.95Cr0.05B6
863,34.11363636,32.214836,0.8629609,0.98,Y2Re0.95Cr0.05B6
864,29.40584416,27.302666,0.41326502,1.96,Y2Re0.95Cr0.05B6
865,27.02489177,24.159979,0.42439333,2.94,Y2Re0.95Cr0.05B6
866,24.26515152,21.98903,0.5516568,4.9,Y2Re0.95Cr0.05B6
867,35.69107373,36.195774,1.5472957,0.49,Y2ReB6
868,32.46270848,31.977299,1.232682,0.98,Y2ReB6
869,25.48043013,27.346148,0.9014139,1.96,Y2ReB6
870,25.10503882,24.5234,0.6674134,2.94,Y2ReB6
871,23.1780301,22.505606,0.8250781,4.9,Y2ReB6
872,17.4,9.151549,1.4045528,4.9,Y3Al5O12
873,4.62,3.5214658,0.4926218,1.96,Y5Si3
874,3.59,4.5673733,0.45071706,1.96,Y5Si4
875,16.0,11.296818,1.252249,1.0,Yb0.2Zr0.8O1.92
876,5.16,4.9176726,1.0477767,0.98,Yb0.5Lu0.5Al3
877,40.83806381,40.956913,1.4021893,0.49,YB12
878,34.64052092,35.261707,0.7320219,0.98,YB12
879,31.85466404,32.550503,0.5935299,1.96,YB12
880,29.61386613,30.842958,0.5517833,2.94,YB12
881,28.26131243,29.471783,0.43227282,4.9,YB12
882,41.6,40.667564,1.3050848,0.49,YB20
883,34.4,34.00706,0.9416804,0.98,YB20
