formula,target
CsZn4In5Te12,0
CsZrPSe6,0
Cu(IrS2)2,1
Cu(NO3)2,1
Cu0.5Ge1Pb1.75S4,0
Cu0.96Bi2Se3I1,0
Cu1.8S1,0
Cu10Sb3,1
Cu11Sb4S13,1
Cu15Si4,1
Cu18S11,1
Cu23(Sb4S13)2,1
Cu25Se26,1
Cu2GeS3,0
Cu2GeSe3,0
Cu2H3ClO3,1
Cu2Hg2SF6,1
Cu2HgGeSe4,1
Cu2O,0
Cu2OF2,1
Cu2PHO5,1
Cu2Sb,1
Cu2Se,0
Cu2SnSe3,0
Cu2Te,0
Cu2Te3O8,0
Cu2WSe4,0
Cu3(BiI4)4,1
Cu3(P2O7)2,1
Cu3AsS4,0
Cu3AsSe4,0
Cu3Bi6S10I,0
Cu3Hg2(Te3O8)2,0
Cu3Pd,1
Cu3SbS4,0
Cu3SbSe4,0
Cu3Se2(ClO3)2,1
Cu4As2O9,1
Cu4H10SO12,1
Cu4Pd,1
Cu4Sn7S16,0
Cu4W(SCl)4,1
Cu5(Si2O7)2,1
Cu6PbO8,1
Cu7Hg6,1
Cu8O,1
Cu9O13,1
Cu9S5,1
Cu9Se4(Cl3O7)2,1
CuBS2,0
CuBi(PSe3)2,0
CuBiPbS3,0
CuBiPbSe3,0
CuBiSO,0
CuBiSeO,0
CuBr,0
CuCN2,1
CuCl,0
CuClO2,1
CuF,1
CuHg(SeO3)2,0
CuI,0
CuMoO4,1
CuN3,0
CuNi(CN)4,0
CuP2,0
CuP2(HO3)2,1
CuPO4F,1
CuPS3,0
CuPd,1
CuPtO2,1
CuSbPbS3,0
CuSbS2,0
CuSbSe2,0
CuSeO3,1
Dy(Al2Cu)4,1
Dy(CoGe)2,1
Dy(CuSe)3,0
Dy(CuSi)2,1
Dy(CuTe)3,0
Dy(GeRu)2,1
Dy(InS2)3,0
Dy12C6I17,1
Dy12Co7,1
Dy1Te1.4,0
Dy1Te1.45,0
Dy1Te1.7,0
Dy2(GePt3)3,1
Dy2(MoO4)3,0
Dy2AlCo2,1
Dy2C,1
Dy2CdPd2,1
Dy2CuOs,1
Dy2MgIn,1
Dy2MgTl,1
Dy2Ni12P7,1
Dy2O3,0
Dy2S3,0
Dy2Sn5,1
Dy2Te3,0
Dy2Ti3Si4,1
Dy2TlCd,1
Dy2ZnIn,1
Dy3(CuGe)4,1
Dy3Al0.5Si1S7,0
Dy3Ga,1
Dy3GaS6,0
Dy3InC,1
Dy3MnB7,1
Dy4CdRh,1
Dy4GaSbS9,0
Dy4Sb3,1
Dy4Te3S4,0
Dy5Pb3,1
Dy5Sn3,1
Dy6FeTe2,1
Dy7In(CoGe3)4,1
DyAg,1
DyAgGe,1
DyAgHg2,1
DyAs,0
DyB2Rh2C,1
DyB6,0
DyBPd3,1
DyBiPd,1
DyBiPt,1
DyCd2,1
DyCoSi2,1
DyFeSi,1
DyGe,1
DyInAu,1
DyInCu2,1
DyInPt2,1
DyIr2,1
DyMn2,1
DyN,0
DyNiGe2,1
DyNiSn,1
DyPO4,0
DyRh,1
DyS2,1
DySiIr,1
DySn3,1
DySnRu2,1
DyYAg2,1
DyZnGa,1
DyZnRh2,1
DyZrRu2,1
DyZrSb,1
Er(Al10Cr)2,1
Er(CrSi)2,1
Er(CuGe)2,1
Er(CuTe)3,0
Er(InS2)3,0
Er(ReO4)2,1
Er(SiPd)2,1
Er2(Ga3Co)3,1
Er2(MoO4)3,0
Er2C3,1
Er2Fe14B,1
Er2Mg3Ru,1
Er2MnC4,1
Er2O3,0
Er2Se3,0
Er2SnAu2,1
Er2Te3,0
Er3Al3NiGe2,1
Er3SnC,1
Er3Te4,0
Er4NiB13,1
Er5Bi3,1
Er5NiPb3,1
Er5Si3,1
Er6MnBi2,1
ErAgSn,1
ErAl9(Fe2Si3)2,1
ErAlGe,1
ErB2Ir3,1
ErB2Ru3,1
ErB6,0
ErBPd3,1
ErBiW2O9,0
ErCu,1
ErCuPb,1
ErFeC2,1
ErHg2,1
ErLu3,1
ErMg2,1
ErN,0
ErNi4Au,1
ErNi4B,1
ErNiSn,1
ErPbAu,1
ErRu3,1
ErSe2,0
ErSiPd,1
ErSnAu,1
ErTe,0
ErTlPd,1
ErZn12,1
Eu(AlAu)2,1
Eu(AsPd)2,1
Eu(BiSe2)2,0
Eu(BiTe2)2,0
Eu(CdSb)2,1
Eu(ClO4)3,1
Eu(DySe2)2,0
Eu(ErSe2)2,0
Eu(FeSi)2,1
Eu(GaS2)2,0
Eu(GaSe2)2,0
Eu(GaTe2)2,0
Eu(HoSe2)2,0
Eu(InAs)2,1
Eu(InS2)2,0
Eu(InSe2)2,0
Eu(InTe2)2,0
Eu(LuSe2)2,0
Eu(MgBi)2,1
Eu(MnGe)2,1
Eu(Ni2B)6,1
Eu(NiAs)2,1
Eu(POs)2,1
Eu(SbS2)2,0
Eu(SbSe2)2,0
Eu(TmSe2)2,0
Eu(ZnGe)2,1
Eu(ZnSi)2,1
Eu1.75Ag0.5Ge1S4,0
Eu1.83Ta15O32,0
Eu2(Ga3Rh)3,1
Eu2C(NO)2,1
Eu2CuO4,1
Eu2Ga2GeS7,0
Eu2Ge(BO4)2,1
Eu2O3,0
Eu2PBr,1
Eu2ReO5,1
Eu2Se3,0
Eu2SnSe5,0
Eu2TeO2,1
Eu3(InP2)2,0
Eu3As2,0
Eu3BWO9,1
Eu3Bi4S9,0
Eu3P2,0
Eu3S4,0
Eu3Sb4S9,0
Eu3Sb4Se9,0
Eu3Se4,0
Eu3Sn,1
Eu4Te7,0
Eu7(Ga3Sb4)2,0
EuAgSb,1
EuAl2O4,0
EuAlO3,1
EuB(SbO4)2,0
EuBi3,1
EuBiW2O9,0
EuCd11,1
EuClO,1
EuCo8P5,1
EuCu2SnS4,0
EuCu9Sn4,1
EuCuSeF,1
EuCuSeO,1
EuF3,1
EuGe3Pt,1
EuH2,0
EuIn2(GeIr)4,0
EuN,0
EuNiGe3,1
EuO,0
EuPPt,1
EuPd,1
EuRhO3,1
EuS,0
EuSb4S7,0
EuSb4Te7,0
EuSbO3,1
EuScO3,1
EuSe,0
EuSeClO3,1
EuSn3,1
EuSnAu2,1
EuSnO3,1
EuSnTe2,0
EuTe,0
EuTiClO3,1
EuTiO3,1
EuTl,1
EuVO4,0
EuZn,1
Fe(PdSe)2,1
Fe10O9F11,1
Fe12As5,1
Fe2B(PO4)3,0
Fe2Cu(PO4)3,1
Fe2O2F3,1
Fe2O3,0
Fe2S,1
Fe2Te3,0
Fe3B,1
Fe3N,1
Fe3Si,1
Fe4H15(IO8)3,0
Fe4O7F,1
Fe4Si2Sn7O16,1
Fe6O7F5,1
Fe6W6C,1
Fe9Co7,1
FeAg3(CN)6,1
FeAgSe2,0
FeAgTe2,0
FeAs2O7,1
FeAsS,0
FeAsSe,0
FeBi(SeO3)3,0
FeBi25O39,0
FeCo2Si,1
FeCoAs,1
FeCuS2,0
FeCuSe2,0
FeCuTe2,0
FeI2,0
FeOF,1
FeP,1
FeP4,0
FePS,0
FePd3,1
FeRhO3,1
FeSi2,0
FeSn,1
Ga1As0.1P0.9,0
Ga0.001Te1Pb0.999,0
Ga0.005Te1Pb0.995,0
Ga0.01Te1Pb0.99,0
Ga0.04Te1Pb0.96,0
Ga0.07Te1Pb0.93,0
Ga0.95Hg0.05Sb0.95Te0.05,0
Ga0.99Hg0.01Sb0.99Te0.01,0
Ga0.9Hg0.1Sb0.9Te0.1,0
Ga1.001Sb0.999Se0.003,0
Ga1.001Sb0.999Te0.003,0
Ga1.002Sb0.998Se0.006,0
Ga1.002Sb0.998Te0.006,0
Ga1.005Sb0.995Se0.015,0
Ga1.005Sb0.995Te0.015,0
Ga1.01Cu0.99Se2.01,0
Ga1.01Sb0.99Se0.03,0
Ga1.01Sb0.99Te0.03,0
Ga1.02Sb0.98Se0.06,0
Ga1.02Sb0.98Te0.06,0
Ga1.05Sb0.95Se0.15,0
Ga1.05Sb0.95Te0.15,0
Ga1.1Cu0.9Se2.1,0
Ga1.1Sb0.9Se0.3,0
Ga1.1Sb0.9Te0.3,0
Ga1.2Cu0.8Se2.2,0
Ga1.5Cu0.5S2.5,0
Ga1.5Cu0.5Se2.5,0
Ga1.65Cu0.35S2.65,0
Ga1.65Cu0.35Se2.65,0
Ga1.6Cu0.4S2.6,0
Ga1.7Cu0.3S2.7,0
Ga1.85Cu0.15Se2.85,0
Ga1.8Cu0.2S2.8,0
Ga1.8Cu0.2Se2.8,0
Ga1.95Cu0.05S2.95,0
Ga1.95Cu0.05Se2.95,0
Ga1.99Cu0.01Se2.99,0
Ga1.9Cu0.1S2.9,0
Ga1As0.01P0.99,0
Ga1As0.2P0.8,0
Ga1As0.3P0.7,0
Ga1As0.4P0.6,0
Ga1As0.5P0.5,0
Ga1As0.6P0.4,0
Ga1As0.7P0.3,0
Ga1As0.8P0.2,0
Ga1As0.99P0.01,0
Ga1As0.9P0.1,0
Ga1Sb0.01As0.99,0
Ga1Sb0.14As0.86,0
Ga1Sb0.25As0.75,0
Ga1Sb0.35As0.65,0
Ga1Sb0.3As0.7,0
Ga1Sb0.85As0.15,0
Ga1Sb0.8As0.2,0
Ga1Sb0.95As0.05,0
Ga1Sb0.99As0.01,0
Ga2(TeO3)3,0
Ga2Cu1S3.5,0
Ga2CuSe4,0
Ga2GePbSe6,0
Ga2GeTe3,0
Ga2HgS4,0
Ga2HgSe4,0
Ga2NiS4,1
Ga2O3,0
Ga2PbS4,0
Ga2PbSe4,0
Ga2S3,0
Ga2Se2O7,0
Ga2Se3,0
Ga2Si(AgS3)2,0
Ga2SiPbSe6,0
Ga2SnGeS6,0
Ga2Te3,0
Ga3CuSe5,0
Ga3CuTe5,0
Ga3Pt2,1
Ga3SiAg3Se8,0
Ga4Cu2Te7,0
Ga4PbS7,0
Ga4SnS7,0
Ga4SnSe7,0
Ga5Ge(PbS3)4,0
Ga5Ge(PbSe3)4,0
Ga5Pd13,1
Ga8Cu3Mo2,1
Ga9Rh2,1
GaAgGe3Se8,0
GaAgGe5Se12,0
GaAgGeS4,0
GaAgO2,0
GaAgS2,0
GaAgSe2,0
GaAgTe2,0
GaAs,0
GaAs2W,1
GaBi,0
GaBi25O39,0
GaCuGeSe4,0
GaCuO2,0
GaCuS2,0
GaCuSe2,0
GaCuTe2,0
GaFe3,1
GaFeNi2,1
GaGeTe,0
GaHSeO4,0
GaN,0
GaP,0
GaS,0
GaSb,0
GaSe,0
GaSiAgSe4,0
GaSiRu2,1
GaTc,0
GaTc2W,1
GaTe,0
Gd(CuS)3,0
Gd(CuSe)3,0
Gd(CuTe)3,0
Gd(InS2)3,0
Gd(NiGe)2,1
Gd(SiRu)2,1
Gd1.05Sc0.95Se3,0
Gd1.47Mn2.04In0.49S5,0
Gd1.87Lu2.13Se6,0
Gd1Mn1.95In1.05S5,0
Gd2(MoO4)3,0
Gd2(Zn2Ge)3,1
Gd2AlCo2,1
Gd2Mn4S7,0
Gd2O3,0
Gd2S3,0
Gd2Se3,0
Gd2Te3,0
Gd2Zn17,1
Gd2ZrS5,0
Gd3(AlNi3)2,1
Gd3.04Sc0.96S6,0
Gd3Al0.74Si0.7S7,0
Gd3Al7Ag2,1
Gd3Co11B4,1
Gd3ReO7,1
Gd3S4,1
Gd4GaSbS9,0
Gd6Ge2.5S14,0
Gd6Ta4Al43,1
GdAs,0
GdB(SbO4)2,0
GdB6,0
GdB66,0
GdCd2,1
GdCd4B3O10,0
GdGeRu,1
GdH2NO5,0
GdInIr,1
GdN,0
GdNiO3,1
GdO2,1
GdPbAu,1
GdSb,1
GdSbPd,1
GdScS3,0
GdSe2,1
GdTe,0
GdZn,1
GdZnIn,1
Ge(Bi3O5)4,0
Ge(SeO3)2,0
Ge(WO3)6,1
Ge0.01Pb0.99Se1,0
Ge0.01Te0.01Pb0.99Se0.99,0
Ge0.01Te0.99Pb0.99S0.01,0
Ge0.01Te1Pb0.99,0
Ge0.02Te0.98Pb0.98S0.02,0
Ge0.03Pb0.97Se0.97S0.03,0
Ge0.05Pb0.95Se0.95S0.05,0
Ge0.05Pb0.95Se1,0
Ge0.05Te0.95Pb0.95S0.05,0
Ge0.05Te1Pb0.95,0
Ge0.06Te0.06Pb0.94Se0.94,0
Ge0.15Pb0.85Se0.85S0.15,0
Ge0.15Te0.15Pb0.85Se0.85,0
Ge0.15Te1Pb0.85,0
Ge0.1Pb0.9Se0.9S0.1,0
Ge0.1Pb0.9Se1,0
Ge0.1Te1Pb0.9,0
Ge0.25Te1Pb0.75,0
Ge0.2Pb0.8Se1,0
Ge0.2Te0.2Pb0.8Se0.8,0
Ge0.2Te1Pb0.8,0
Ge0.39Te1Pb0.61,0
Ge0.3Pb0.7Se1,0
Ge0.3Te1Pb0.7,0
Ge0.41Te1Pb0.59,0
Ge0.4Te1Pb0.6,0
Ge2Os,1
Ge2Sb2Te5,0
Ge3Bi3O10.5,0
Ge3Ru2,0
Ge3Sb,1
Ge40Te5.3I8,0
Ge5(Te4As)2,1
GeAs,0
GeAs2,0
GeAs3,1
GeI2,0
GeO2,0
GeP,0
GePb2(SeO3)4,0
GePbS3,0
GePt2,1
GeRh,1
GeS,0
GeS2,0
GeSe,0
GeSe2,0
GeTe2,0
H2Se,1
H6Pt(I3O10)2,0
H7Se2NO6,0
HPbI3,1
Hf(CoSi)2,1
Hf(CuP)2,1
Hf(VGa2)2,1
Hf(VH2)2,1
Hf2Al3C4,1
Hf2Co4P3,1
Hf2Fe,1
Hf2Ge,1
Hf2Hg,1
Hf2MnIr,1
Hf2Ni,1
Hf2OsPd,1
Hf2ReRh,1
Hf2S,1
Hf2Si,1
Hf2Tl,1
Hf3(CuSi)4,1
Hf3(NiGe)4,1
Hf3P,1
Hf3P3Pd4,1
Hf3Sb,1
Hf3Zn3N,1
Hf4Al3,1
Hf4Co4Si7,1
Hf54Os17,1
Hf5CuPb3,1
Hf5Pb,1
Hf5Sb3,1
Hf5Sb9,1
Hf5Si4,1
Hf5Sn3,1
Hf5Sn4,1
Hf5Te4,1
Hf6PbO18,1
Hf7P4,1
HfAlPd2,1
HfAs2,1
HfAsRh,1
HfB,1
HfB4Ir3,1
HfC,1
HfCo3B2,1
HfFe2,1
HfGaCo2,1
HfHg4(AsCl3)2,0
HfHg4(PCl3)2,0
HfInCu2,1
HfNi5,1
HfO2,0
HfOs2,1
HfPt,1
HfS2,0
HfS3,0
HfSe2,0
HfSi,1
HfSiPt,1
HfTc,1
HfTiF6,1
HfTl3,1
HfVSi,1
HfZnNi2,1
Hg2Rh,1
Hg2Sb2O7,1
Hg3As,1
Hg3Bi2(SCl4)2,0
Hg3Bi2(TeCl4)2,0
Hg3C,1
Hg3PS3,0
Hg3PS4,0
Hg3Sb,1
Hg5AsS2I3,0
Hg7.5As4Cl6,0
Hg8Bi3As4Cl13,0
HgBr,0
HgBr2,0
HgBrCl,0
HgCl,0
HgCl2,0
HgI,0
HgIrO3,1
HgO,0
HgOsPb2,1
HgPS3,0
HgPt,1
HgPt3,1
HgRhO3,1
HgS,0
HgSe,0
HgTe,0
HgTeBr,0
HgTeI,0
Ho(BC)2,1
Ho(BiO3)2,1
Ho(CuO2)2,1
Ho(CuSe)3,0
Ho(CuTe)3,0
Ho(InS2)3,0
Ho(MnSn)6,1
Ho(NiB)2,1
Ho(SbO3)2,1
Ho(SiOs)2,1
Ho(SiPd)2,1
Ho(SiPt)2,1
Ho(SiRu)2,1
Ho10Si17,1
Ho2(MoO4)3,0
Ho2Au,1
Ho2B4C,1
Ho2Co17,1
Ho2CuRh,1
Ho2Ge5Rh3,1
Ho2GeS5,0
Ho2HfS5,0
Ho2O3,0
Ho2Pd2Pb,1
Ho2S3,0
Ho3AlC,1
Ho3GaC,1
Ho3Ge5,1
Ho3Hg,1
Ho3Ni19B10,1
Ho3P,1
Ho3Pd2,1
Ho4C7,1
Ho4Ga16Co3,1
Ho5(Ge5Rh2)2,1
Ho5Si4,1
HoAlAu2,1
HoAlB14,1
HoB2Rh3,1
HoB4,1
HoC2,1
HoCd,1
HoCd3,1
HoCdCu4,1
HoCo3,1
HoCu4Pd,1
HoGe,1
HoGeAu,1
HoInAu2,1
HoInPt,1
HoMg2,1
HoMgAu2,1
HoMgZn2,1
HoMn12,1
HoN,0
HoNiGe,1
HoSb2,1
HoSi,1
HoSiRu2C,1
HoTh3,1
HoTiGe,1
HoTiO3,1
HoTiSi,1
HoTlPd,1
HoZnRh,1
HoZnRh2,1
ICl2,1
In(MoSe)3,1
In(PS2)2,0
In(PSe2)2,0
In0.001Te1Pb0.999,0
In0.005Te1Pb0.995,0
In0.01Ga0.99As0.99P0.01,0
In0.01Ga0.99As1,0
In0.01Te1Pb0.99,0
In0.04Te1Pb0.96,0
In0.07Te1Pb0.93,0
In0.1Ga0.9As0.1P0.9,0
In0.1Ga0.9As0.9P0.1,0
In0.2Ga0.8As0.2P0.8,0
In0.2Ga0.8As0.8P0.2,0
In0.2Ga0.8As1,0
In0.3Ga0.7As0.3P0.7,0
In0.3Ga0.7As0.7P0.3,0
In0.3Ga0.7As1,0
In0.3Ga0.7P1,0
In0.4Ga0.6As0.4P0.6,0
In0.4Ga0.6As0.6P0.4,0
In0.4Ga0.6As1,0
In0.4Ga0.6P1,0
In0.4Ga1.6Cu1S3.5,0
In0.5Ga0.5As0.5P0.5,0
In0.5Ga0.5As1,0
In0.5Ga0.5P1,0
In0.6Ga0.4As0.6P0.4,0
In0.72Ga0.28As1,0
In0.7Ga0.3As0.3P0.7,0
In0.8Ga0.2As0.2P0.8,0
In0.8Ga0.2As0.8P0.2,0
In0.8Ga0.2As1,0
In0.99Ga0.01As0.01P0.99,0
In0.99Ga0.01As0.99P0.01,0
In0.9Ga0.1As0.1P0.9,0
In0.9Ga0.1As0.9P0.1,0
In1.01Cu0.99Se2.01,0
In1.05Cu0.95Se2.05,0
In1.1Cu0.9Se2.1,0
In1.3Cu0.7Se2.3,0
In1.5Cu0.5Se2.5,0
In1.65Cu0.35Se2.65,0
In1.6Cu0.4Se2.6,0
In1.6Ga0.4Cu1S3.5,0
In1.7Cu0.3Se2.7,0
In1.85Cu0.15Se2.85,0
In1.8Cu0.2Se2.8,0
In1.99Cu0.01Se2.99,0
In1.9Cu0.1Se2.9,0
In11.3Bi14.7S38,0
In11Cu9Se20,1
In1Ag1.75Sb5.75Se11,0
In1Ga1Cu1S3.5,0
In1Hg4As2.5Br3.5,0
In1Sb0.01As0.99,0
In1Sb0.1As0.9,0
In1Sb0.2As0.8,0
In1Sb0.3As0.7,0
In1Sb0.4As0.6,0
In1Sb0.5As0.5,0
In1Sb0.6As0.4,0
In1Sb0.7As0.3,0
In1Sb0.8As0.2,0
In1Sb0.99As0.01,0
In1Sb0.9As0.1,0
In2As2Cl2O5,0
In2B(PO4)3,0
In2Bi3Se7I,0
In2Co,1
In2Cu1S3.5,0
In2FeSe4,0
In2GeTe3,0
In2Hg6(P2Cl3)3,0
In2HgS4,0
In2HgSe4,0
In2HgTe4,0
In2O3,0
In2Pt,1
In2S3,0
In2Se,0
In2Se2O7,0
In2Se3,0
In2Te,0
In3AgTe5,0
In3Au10,1
In3Bi7(Pb2S9)2,1
In3CuS5,0
In3CuSe5,0
In3CuTe5,0
In3Pd5,1
In3Sb,1
In4As5(BrO4)3,0
In4Bi3S10,0
In4Cu2Te7,0
In4S5,0
In4Se3,0
In4Te3,0
In5AgS8,0
In5AgTe8,0
In5CuS8,0
In5Se6,0
In6S7,0
In6Se7,0
In9AgTe14,0
InAg3,1
InAgO2,0
InAgS2,0
InAgSe2,0
InAgTe2,0
InAs,0
InAsI,0
InAu3,1
InBi2S4Br,0
InBi2S4Cl,0
InBi2Se4Br,0
InCuGeSe4,0
InCuS2,0
InCuSe2,0
InCuTe2,0
InFe2CuSe4,1
InHg7S6Cl5,0
InHgW2,1
InN,0
InP,0
InPS4,0
InPt,1
InPt3C,1
InS,0
InSb,0
InSb2S4Br,0
InSb2S4Cl,0
InSb2Se4Br,0
InSe,0
InSiIr,1
InSiTe3,1
InSn2As2Se,0
InSnAsSe,0
Ir0.67S2,0
Ir0.67Se2,0
IrPb,1
IrS2,0
IrSe2,0
IrSeS,0
K(CoSe)2,1
K(FeAs)2,1
K(GeSe2)2,0
K(OsO3)2,1
K0.8Sn2Hg1.2S8,0
K1.25Bi7.25Pb3.5Se15,0
K1.46Sn3.09Bi7.45Se15,0
K1.83Cd1.83Bi2.17S6,0
K10Co4Sn4S17,0
K10Fe4Sn4S17,0
K10Mn4Sn4S17,0
K10Sn3(PSe3)8,0
K10Zn4Ge4S17,0
K10Zn4Sn4S17,0
K11Mn4O16,1
K2.15Sb8.15Pb1.7Se15,0
K2Ag3Sb3S7,0
K2AgSnSe4,0
K2Al2B2O7,0
K2Au(IO3)5,0
K2B10H9O,1
K2BaNb2S11,0
K2Bi8Se13,0
K2Cd(PSe3)2,0
K2Cd2Te3,0
K2Cd3S4,0
K2Cd3Se4,0
K2Cd3Te4,0
K2Ce(PO4)2,0
K2Dy2Ti3O10,0
K2FeGe3Se8,0
K2Ga3CuSe6,0
K2Gd2Sb2Se9,0
K2Gd2Ti3O10,0
K2Ge2PbS6,0
K2Ge3(BO5)2,0
K2Hg(PSe3)2,0
K2Hg3(GeS4)2,0
K2Hg3Se1.31S2.69,0
K2Hg3Se2.97S1.03,0
K2Ho4Cu4S9,0
K2In2P3Se10,0
K2In3AgSe6,0
K2In3CuSe6,0
K2La2Sb2S9,0
K2La2Ti3O10,0
K2Mn(SnSe3)2,0
K2Mn3S4,1
K2MnSnSe4,0
K2Mo2Se2O11,0
K2NbCuS4,0
K2NbCuSe4,0
K2NbO6,1
K2Nd2Ti3O10,0
K2PAuS4,0
K2PdSe10,0
K2RbSb,0
K2ReH9,0
K2RuCl6,1
K2S,0
K2Sb8Se3,0
K2Se,0
K2Sm2Ti3O10,0
K2SmP2S7,0
K2Sn(AuS2)2,0
K2Sn2Hg3S8,0
K2Sn3(SbS5)2,0
K2Ta15O32,0
K2Te,0
K2TeI6,0
K2Th(CuS2)2,0
K2Ti(CuS2)2,0
K2VAgS4,0
K2VCuS4,0
K2Zn(SnSe3)2,0
K2ZnSn3S8,0
K2ZnTe2,0
K3(FeS2)2,1
K3B6ClO10,0
K3Bi2I9,0
K3Cd(BO2)5,0
K3Cr2(PS4)3,0
K3Ga3Ge7S20,0
K3Ga3Ge7Se20,0
K3Hg,1
K3LiNb6O15,1
K3NaSn3Se8,0
K3Nb2AsSe11,0
K3Sm(AsS4)2,0
K3Sn,1
K3Ta2AsS11,0
K3Ta2AsSe11,0
K3Th2Cu3S7,0
K3Ti2P5S18,0
K3UF3,1
K3V,1
K4(ZrSe5)3,0
K4Ag9(SbS3)4,0
K4Al4Si19,0
K4C2O3,1
K4Ce3Sn3S14,0
K4Ga4Si19,0
K4Ge(PSe3)4,0
K4GeS4,0
K4GeSe4,0
K4Hf3Se14,0
K4Nb2S11,0
K5In3P6Se19,0
K6Cd4Sn3Se13,0
K6CdTe4,0
K6Ta1.03Nb2.97S25,0
K6Ta2.93Nb1.07S22,0
K6Yb3(PS4)5,0
K8Ce2I18O53,0
K8N3O,1
K9Bi13S24,0
KAg2,1
KAg2AsS3,0
KAg2PS4,0
KAg2SbS3,0
KAg2SbS4,0
KAgAsS2,0
KAgF3,1
KAgO,1
KAlGeS4,0
KAsSe2,0
KAu(IO3)4,0
KB5PbO9,0
KBaAsSe3,0
KBaB5O9,0
KBaSbSe3,0
KBi2,1
KBi3S5,0
KBiO3,1
KBiS2,0
KBiSe2,0
KBr,0
KC60,1
KCd4Ga5Se12,0
KCeSe4,0
KCl,0
KCoO2,1
KCu2BiS3,0
KCu2SbS3,0
KCu3S2,0
KCu4AsS4,0
KCuPO4,1
KCuSnS3,0
KCuSnSe3,0
KEuAsS4,0
KEuS2,1
KF,0
KFe2BiO5,0
KFeCuTe2,0
KGaSe2,0
KGaSnSe4,0
KH(CN2)3,1
KH3(SeO3)2,0
KHg,1
KHg11,1
KHg2,1
KI,0
KIO3,0
KIn(TeO3)2,0
KInGeS4,0
KInS2,0
KInSe2,0
KInSnS4,0
KLi(WO3)3,1
KLiCO3,0
KLu,1
KMo6S7,1
KNa2Sb,0
KNb2O5,1
KNb2Se,1
KNb3(SeO6)2,0
KNb3(TeO6)2,0
KNbSe2O7,0
KP(HO2)2,0
KPAu5S8,0
KPPbO4,0
KPSe3,0
KPSe6,0
KRbBi8Se13,0
KRuO4,1
KSb,0
KSb(SO4)2,0
KSb5S8,0
KSbS2,0
KSbSe2,0
KSc(SeO3)2,0
KScO3,1
KSi2P3,0
KSiBiS4,0
KSm2CuS4,0
KSnAuS3,0
KSnAuSe3,0
KTa3(TeO6)2,0
KTa3CuO9,1
KTaO3,0
KTbSe4,0
KTeP2,0
KThCuS3,0
KTi2F7,0
KTi5Se8,1
KTiPO5,0
KTm,1
KUClO3,0
KUCuSe3,1
KV2I3O13,0
KV4Ag11O16,0
KV6O11,1
KY(TeO3)2,0
KYb2F7,1
KYbSe2,1
KZn4(BO3)3,0
KZrPSe6,0
La(FeAs3)4,1
La(In2Au)2,1
La(InS2)3,0
La(Ni2B)6,1
La(PRu)2,1
La(SiOs)2,1
La(SiRu)2,1
La1.86Tb1.14Ga1.67S7,0
La10Mn9O30,1
La10Se14O,0
La10Si8O3,1
La16Mn15O48,1
La1Se0.14S1.86,0
La2.1Bi5.9Pb2S14,0
La20Cu9O40,1
La20Mo12Cl4O63,0
La2B4Rh5,1
La2CuO4,1
La2Fe(SeO)2,0
La2Fe2I,1
La2Ga0.33Sb1S5,0
La2Ga2GeS8,0
La2Ge2Se7,0
La2Ge5Ir3,1
La2Ge5Rh3,1
La2GeSe5,0
La2HfS5,0
La2In,1
La2Mn(SeO)2,0
La2MnNiO6,0
La2MoO5,0
La2Nb2N2O5,1
La2Ni5B4,1
La2O3,0
La2PC,1
La2PI2,1
La2PdO4,1
La2Pr2O7,1
La2Rh7,1
La2S3,0
La2Se3,0
La2Si5Rh3,1
La2Sn5Rh3,1
La2TiCoO6,0
La2V2IO9,0
La2VCoO6,0
La2VNiO6,0
La2YbCuS5,0
La2YbCuSe5,0
La2Zn(SeO)2,0
La2ZrS5,0
La3(BN2)2,1
La3(OsO5)2,1
La3(ReO5)2,1
La3AlN,1
La3CuGeSe7,0
La3Ga1Ge0.5S7,0
La3GaCuSe7,0
La3Ge3Br2,1
La3In1Ge0.5S7,0
La3LuSe6,0
La3Mg0.5Sn1S14,0
La3Mo4O16F,0
La3NiBr3,1
La3Si1Sb0.33S7,0
La3Si1Sb0.33Se7,0
La3Te4,0
La3ZrSb5,1
La4Cd4In2S13,0
La4Co3O10,1
La4Fe(SbS5)2,0
La4Fe(SbSe5)2,0
La4In5S13,1
La4InSbS9,0
La4InSbSe9,0
La5Cu6.33S7O4,0
La5In3(S3O)3,0
La5SmS8,1
La5YbS8,1
La6Sb4(SO4)3,0
La8Mn7O24,1
La8Sb2S15,0
LaAl12O19,1
LaAl4,1
LaAl4Co,1
LaB6,0
LaBPt3,1
LaBeB3O7,0
LaBiAu2,1
LaCd2,1
LaCdAg2,1
LaCdAu,1
LaCu6,1
LaCuSO,0
LaCuSeO,0
LaCuTeO,0
LaF3,0
LaGa,1
LaGa3Pd2,1
LaGaO3,0
LaGaS3,0
LaGeI,1
LaH2,1
LaH2NO5,0
LaHg,1
LaIn,1
LaIn2Ir,1
LaIn5Ir,1
LaInS2O,0
LaMg(FeO3)2,1
LaMg2H7Pd,0
LaMg3,1
LaNbN2O,0
LaP,0
LaP3,1
LaPd3S4,1
LaPt5,1
LaRe2Ag,1
LaReB,1
LaSb,0
LaScSi,1
LaSi,1
LaSi2,0
LaSi2Ru,1
LaSn3Ru,1
LaTaN2O,0
LaTb3,1
LaV,1
LaVI5O16,0
