,actual_hardness,predicted_hardness,y_std,load,formula
485,5.88,4.504214,2.0301344,0.0,ThC
486,5.88,4.9045477,1.793838,0.0,ThC2
489,5.51,3.02842,0.92407364,0.0,ThMn3Al2
490,3.85,0.7088323,0.49376085,0.0,ThPt5
491,6.28,5.8239765,1.5231547,0.0,ThRe2
492,51.00800966,35.95865,1.8593311,0.0,Ti0.08W0.92B4
493,39.88907019,35.95865,1.8593311,0.0,Ti0.08W0.92B4
494,36.18272501,35.95865,1.8593311,0.0,Ti0.08W0.92B4
495,34.42381695,35.95865,1.8593311,0.0,Ti0.08W0.92B4
496,32.50781335,35.95865,1.8593311,0.0,Ti0.08W0.92B4
497,44.41352722,35.875763,1.669946,0.0,Ti0.1W0.9B4
498,37.28359442,35.875763,1.669946,0.0,Ti0.1W0.9B4
499,34.01698226,35.875763,1.669946,0.0,Ti0.1W0.9B4
500,32.2894837,35.875763,1.669946,0.0,Ti0.1W0.9B4
501,30.12220409,35.875763,1.669946,0.0,Ti0.1W0.9B4
502,39.55,43.592106,1.6705464,0.0,Ti0.25B3.5C0.75
503,38.24093585,36.552025,1.8195317,0.0,Ti0.3W0.7B4
504,34.40897668,36.552025,1.8195317,0.0,Ti0.3W0.7B4
505,32.4615876,36.552025,1.8195317,0.0,Ti0.3W0.7B4
506,30.73404101,36.552025,1.8195317,0.0,Ti0.3W0.7B4
507,29.54050397,36.552025,1.8195317,0.0,Ti0.3W0.7B4
508,1.47,3.398916,0.8971003,0.0,Ti0.5Nb0.5
509,15.5,15.910985,2.637726,0.0,Ti0.5Nb0.5N
510,1.46,4.1687665,0.8964665,0.0,Ti0.75Pt0.25
511,2.06,5.1955614,0.96180075,0.0,Ti0.815Sn0.185
512,2.04,2.1299813,0.9056934,0.0,Ti0.89Al0.11
513,1.92,3.4878275,0.9183793,0.0,Ti0.89V0.11
514,3.01,5.136972,0.6614091,0.0,Ti0.9Si0.1
515,2.98,3.9643233,0.396294,0.0,Ti3Al
516,2.2,5.6174736,1.4346737,0.0,Ti3GeC2
517,3.0,7.699978,1.6412624,0.0,Ti3SiC2
518,9.51,5.0578814,0.7325015,0.0,Ti5Ge3
519,27.46,27.12571,1.3478001,0.0,TiB
520,33.05,26.82623,2.0643103,0.0,TiB2
521,33.0,26.82623,2.0643103,0.0,TiB2
522,26.0,26.82623,2.0643103,0.0,TiB2
523,35.7,34.735817,1.4327419,0.0,TiB50
524,26.0,8.898005,0.21377923,0.0,TiC
525,3.01,7.089802,1.0397282,0.0,TiGe2
526,5.82,6.1320033,0.5418586,0.0,TiMn2
527,18.0,20.944805,1.5357951,0.0,TiN
528,7.85,5.0056176,0.75625753,0.0,TiRu
529,7.26,5.740326,0.6024054,0.0,TiRu0.4Ni0.6
530,37.27,33.960827,1.0323938,0.0,TmB12
531,5.88,4.9105287,1.2322094,0.0,UCo5
532,3.14,3.2634287,1.6458114,0.0,UV2Al20
533,1.95,4.046586,0.9867477,0.0,V0.25Pt0.75
534,19.91,19.50135,2.3738544,0.0,V0.25Re0.75
535,5.1,9.591384,1.7022194,0.0,V0.8Re0.2
536,21.2,18.253563,1.8711871,0.0,V1.16Re2.84
538,7.81,8.976837,0.5096681,0.0,V17Ge31
539,22.36,21.07714,0.76581407,0.0,V3B2
540,23.05,27.451792,1.0198208,0.0,V3B4
542,7.9,8.161151,0.9070165,0.0,V3Ge
543,8.9,8.222059,0.4940978,0.0,V3Si
544,7.0,9.7687235,0.70656186,0.0,V5Ge3
545,9.81,6.6795425,0.57172996,0.0,V6Ga5
546,27.46,25.123106,1.9576545,0.0,VB2
547,35.4,36.89057,1.5797352,0.0,VB50
548,23.1,20.681059,1e-04,0.0,VC
549,9.81,9.214998,0.43895403,0.0,VO0.33
550,7.72667,9.621063,1.5179937,0.0,W0.35Os0.65
551,25.24878049,29.987701,1.6831875,0.0,W0.5Dy0.5B11.6
552,37.67804878,29.987701,1.6831875,0.0,W0.5Dy0.5B11.6
553,31.32682927,29.987701,1.6831875,0.0,W0.5Dy0.5B11.6
554,28.76585366,29.987701,1.6831875,0.0,W0.5Dy0.5B11.6
555,28.42439024,29.987701,1.6831875,0.0,W0.5Dy0.5B11.6
556,25.86336867,30.756262,1.741726,0.0,W0.5Er0.5B11.6
557,37.48881037,30.756262,1.741726,0.0,W0.5Er0.5B11.6
558,32.23949745,30.756262,1.741726,0.0,W0.5Er0.5B11.6
559,28.74911661,30.756262,1.741726,0.0,W0.5Er0.5B11.6
560,27.40243424,30.756262,1.741726,0.0,W0.5Er0.5B11.6
561,25.62101129,30.190958,1.7520651,0.0,W0.5Gd0.5B11.6
562,35.03436426,30.190958,1.7520651,0.0,W0.5Gd0.5B11.6
563,29.06725577,30.190958,1.7520651,0.0,W0.5Gd0.5B11.6
564,28.5886107,30.190958,1.7520651,0.0,W0.5Gd0.5B11.6
565,27.02503682,30.190958,1.7520651,0.0,W0.5Gd0.5B11.6
566,27.02666667,31.866388,1.4649882,0.0,W0.5Ho0.5B11.6
567,36.82666667,31.866388,1.4649882,0.0,W0.5Ho0.5B11.6
568,33.42666667,31.866388,1.4649882,0.0,W0.5Ho0.5B11.6
569,28.99333333,31.866388,1.4649882,0.0,W0.5Ho0.5B11.6
570,28.09333333,31.866388,1.4649882,0.0,W0.5Ho0.5B11.6
571,36.21106122,29.470919,1.884147,0.0,W0.5Nb0.5B2.1
572,32.2766464,29.470919,1.884147,0.0,W0.5Nb0.5B2.1
573,30.21467078,29.470919,1.884147,0.0,W0.5Nb0.5B2.1
574,27.22830188,29.470919,1.884147,0.0,W0.5Nb0.5B2.1
575,26.06696989,29.470919,1.884147,0.0,W0.5Nb0.5B2.1
576,0.85,5.366158,1.0216584,0.0,W0.5Pt0.5
577,42.67955647,32.83464,1.9022138,0.0,W0.5Sc0.5B11.6
578,34.73389654,32.83464,1.9022138,0.0,W0.5Sc0.5B11.6
579,32.29983875,32.83464,1.9022138,0.0,W0.5Sc0.5B11.6
580,30.70508709,32.83464,1.9022138,0.0,W0.5Sc0.5B11.6
581,28.15914273,32.83464,1.9022138,0.0,W0.5Sc0.5B11.6
582,42.8,28.203308,2.045449,0.0,W0.5Ta0.5B
583,34.0,28.203308,2.045449,0.0,W0.5Ta0.5B
584,21.0,28.203308,2.045449,0.0,W0.5Ta0.5B
585,32.21626605,31.526182,1.9098836,0.0,W0.5Ta0.5B2.1
586,28.5809234,31.526182,1.9098836,0.0,W0.5Ta0.5B2.1
587,27.90509903,31.526182,1.9098836,0.0,W0.5Ta0.5B2.1
588,25.90099987,31.526182,1.9098836,0.0,W0.5Ta0.5B2.1
589,23.66386593,31.526182,1.9098836,0.0,W0.5Ta0.5B2.1
590,24.97814208,29.9845,1.4671564,0.0,W0.5Tb0.5B11.6
591,36.67213115,29.9845,1.4671564,0.0,W0.5Tb0.5B11.6
592,32.32786885,29.9845,1.4671564,0.0,W0.5Tb0.5B11.6
593,28.39344262,29.9845,1.4671564,0.0,W0.5Tb0.5B11.6
594,27.21857923,29.9845,1.4671564,0.0,W0.5Tb0.5B11.6
595,28.92852563,32.645638,1.7771219,0.0,W0.5Y0.5B11.6
596,39.96680415,32.645638,1.7771219,0.0,W0.5Y0.5B11.6
597,34.46466469,32.645638,1.7771219,0.0,W0.5Y0.5B11.6
598,30.55879971,32.645638,1.7771219,0.0,W0.5Y0.5B11.6
599,29.30213011,32.645638,1.7771219,0.0,W0.5Y0.5B11.6
600,36.00342752,30.475351,1.4629058,0.0,W0.6Nb0.4B2.1
601,33.01710713,30.475351,1.4629058,0.0,W0.6Nb0.4B2.1
602,30.22034741,30.475351,1.4629058,0.0,W0.6Nb0.4B2.1
603,28.32423132,30.475351,1.4629058,0.0,W0.6Nb0.4B2.1
604,25.88303733,30.475351,1.4629058,0.0,W0.6Nb0.4B2.1
605,41.91300677,32.911816,1.8302081,0.0,W0.75Sc0.25B11.6
606,34.52687623,32.911816,1.8302081,0.0,W0.75Sc0.25B11.6
607,32.7083273,32.911816,1.8302081,0.0,W0.75Sc0.25B11.6
608,30.69393464,32.911816,1.8302081,0.0,W0.75Sc0.25B11.6
609,28.20394564,32.911816,1.8302081,0.0,W0.75Sc0.25B11.6
611,49.9,40.186146,2.1301367,0.0,W0.88Ta0.02Cr0.1B4
612,43.0,40.186146,2.1301367,0.0,W0.88Ta0.02Cr0.1B4
613,37.8,40.186146,2.1301367,0.0,W0.88Ta0.02Cr0.1B4
614,34.5,40.186146,2.1301367,0.0,W0.88Ta0.02Cr0.1B4
615,30.8,40.186146,2.1301367,0.0,W0.88Ta0.02Cr0.1B4
616,47.2,40.538807,2.14791,0.0,W0.88Ta0.02Mn0.1B4
617,36.9,40.538807,2.14791,0.0,W0.88Ta0.02Mn0.1B4
618,33.1,40.538807,2.14791,0.0,W0.88Ta0.02Mn0.1B4
619,31.5,40.538807,2.14791,0.0,W0.88Ta0.02Mn0.1B4
620,30.4,40.538807,2.14791,0.0,W0.88Ta0.02Mn0.1B4
621,26.95609756,32.45632,1.7782522,0.0,W0.8Dy0.2B11.6
622,41.74146341,32.45632,1.7782522,0.0,W0.8Dy0.2B11.6
623,33.71707317,32.45632,1.7782522,0.0,W0.8Dy0.2B11.6
624,30.33658537,32.45632,1.7782522,0.0,W0.8Dy0.2B11.6
625,28.8,32.45632,1.7782522,0.0,W0.8Dy0.2B11.6
626,27.01766784,34.930664,1.634605,0.0,W0.8Er0.2B11.6
627,38.58814291,34.930664,1.634605,0.0,W0.8Er0.2B11.6
628,35.23517864,34.930664,1.634605,0.0,W0.8Er0.2B11.6
629,31.03023165,34.930664,1.634605,0.0,W0.8Er0.2B11.6
630,30.61798194,34.930664,1.634605,0.0,W0.8Er0.2B11.6
631,28.04614629,31.355234,1.5584756,0.0,W0.8Gd0.2B11.6
632,38.35297005,31.355234,1.5584756,0.0,W0.8Gd0.2B11.6
633,32.76877761,31.355234,1.5584756,0.0,W0.8Gd0.2B11.6
634,30.72655866,31.355234,1.5584756,0.0,W0.8Gd0.2B11.6
635,29.45017182,31.355234,1.5584756,0.0,W0.8Gd0.2B11.6
636,30.19333333,32.11515,1.6841543,0.0,W0.8Ho0.2B11.6
637,43.02666667,32.11515,1.6841543,0.0,W0.8Ho0.2B11.6
638,36.29333333,32.11515,1.6841543,0.0,W0.8Ho0.2B11.6
639,33.36,32.11515,1.6841543,0.0,W0.8Ho0.2B11.6
640,31.32666667,32.11515,1.6841543,0.0,W0.8Ho0.2B11.6
641,37.12878326,30.54503,1.5965759,0.0,W0.8Nb0.2B2.1
642,33.21809384,30.54503,1.5965759,0.0,W0.8Nb0.2B2.1
643,29.61551935,30.54503,1.5965759,0.0,W0.8Nb0.2B2.1
644,27.31650799,30.54503,1.5965759,0.0,W0.8Nb0.2B2.1
645,24.94636894,30.54503,1.5965759,0.0,W0.8Nb0.2B2.1
646,39.25845882,34.798317,1.7344338,0.0,W0.8Sc0.2B11.6
647,34.78205484,34.798317,1.7344338,0.0,W0.8Sc0.2B11.6
648,32.37597472,34.798317,1.7344338,0.0,W0.8Sc0.2B11.6
649,30.0818053,34.798317,1.7344338,0.0,W0.8Sc0.2B11.6
650,27.78763589,34.798317,1.7344338,0.0,W0.8Sc0.2B11.6
651,34.59975148,28.12448,1.7376933,0.0,W0.8Ta0.2B2.1
652,31.54699579,28.12448,1.7376933,0.0,W0.8Ta0.2B2.1
653,29.49626618,28.12448,1.7376933,0.0,W0.8Ta0.2B2.1
654,27.23585225,28.12448,1.7376933,0.0,W0.8Ta0.2B2.1
655,24.88217742,28.12448,1.7376933,0.0,W0.8Ta0.2B2.1
656,26.69945355,30.975582,1.8057681,0.0,W0.8Tb0.2B11.6
657,42.30054645,30.975582,1.8057681,0.0,W0.8Tb0.2B11.6
658,32.32786885,30.975582,1.8057681,0.0,W0.8Tb0.2B11.6
659,29.15846995,30.975582,1.8057681,0.0,W0.8Tb0.2B11.6
660,28.14754098,30.975582,1.8057681,0.0,W0.8Tb0.2B11.6
661,27.64738769,33.419327,1.8313165,0.0,W0.8Y0.2B11.6
662,38.65173773,33.419327,1.8313165,0.0,W0.8Y0.2B11.6
663,32.87785036,33.419327,1.8313165,0.0,W0.8Y0.2B11.6
664,31.21357668,33.419327,1.8313165,0.0,W0.8Y0.2B11.6
665,29.31159025,33.419327,1.8313165,0.0,W0.8Y0.2B11.6
666,57.3,40.748203,2.5462422,0.0,W0.93Ta0.02Cr0.05B4
667,44.1,40.748203,2.5462422,0.0,W0.93Ta0.02Cr0.05B4
668,38.2,40.748203,2.5462422,0.0,W0.93Ta0.02Cr0.05B4
669,34.8,40.748203,2.5462422,0.0,W0.93Ta0.02Cr0.05B4
670,31.7,40.748203,2.5462422,0.0,W0.93Ta0.02Cr0.05B4
671,55.8,42.33763,2.3026056,0.0,W0.94Ta0.02Mn0.04B4
672,46.7,42.33763,2.3026056,0.0,W0.94Ta0.02Mn0.04B4
673,37.0,42.33763,2.3026056,0.0,W0.94Ta0.02Mn0.04B4
674,34.8,42.33763,2.3026056,0.0,W0.94Ta0.02Mn0.04B4
675,30.9,42.33763,2.3026056,0.0,W0.94Ta0.02Mn0.04B4
676,35.7105193,28.102869,1.7727784,0.0,W0.94Ta0.06B2.1
677,29.86134618,28.102869,1.7727784,0.0,W0.94Ta0.06B2.1
678,27.36785048,28.102869,1.7727784,0.0,W0.94Ta0.06B2.1
679,26.10946264,28.102869,1.7727784,0.0,W0.94Ta0.06B2.1
680,24.26846434,28.102869,1.7727784,0.0,W0.94Ta0.06B2.1
681,53.5,36.56688,2.463734,0.0,W0.9Cr0.1B4
682,32.4,36.56688,2.463734,0.0,W0.9Cr0.1B4
683,27.05853659,32.638584,1.8840746,0.0,W0.9Dy0.1B11.6
684,41.05853659,32.638584,1.8840746,0.0,W0.9Dy0.1B11.6
685,33.30731707,32.638584,1.8840746,0.0,W0.9Dy0.1B11.6
686,29.89268293,32.638584,1.8840746,0.0,W0.9Dy0.1B11.6
687,27.87804878,32.638584,1.8840746,0.0,W0.9Dy0.1B11.6
688,28.17196702,34.86336,1.7690566,0.0,W0.9Er0.1B11.6
689,45.87122104,34.86336,1.7690566,0.0,W0.9Er0.1B11.6
690,34.3557126,34.86336,1.7690566,0.0,W0.9Er0.1B11.6
691,32.48684727,34.86336,1.7690566,0.0,W0.9Er0.1B11.6
692,31.46996466,34.86336,1.7690566,0.0,W0.9Er0.1B11.6
693,30.05645557,33.527008,1.7135849,0.0,W0.9Gd0.1B11.6
694,44.03289151,33.527008,1.7135849,0.0,W0.9Gd0.1B11.6
695,35.83210604,33.527008,1.7135849,0.0,W0.9Gd0.1B11.6
696,31.84339715,33.527008,1.7135849,0.0,W0.9Gd0.1B11.6
697,31.55621011,33.527008,1.7135849,0.0,W0.9Gd0.1B11.6
698,29.42666667,33.50122,1.7791402,0.0,W0.9Ho0.1B11.6
699,43.06,33.50122,1.7791402,0.0,W0.9Ho0.1B11.6
700,35.36,33.50122,1.7791402,0.0,W0.9Ho0.1B11.6
701,33.72666667,33.50122,1.7791402,0.0,W0.9Ho0.1B11.6
702,32.12666667,33.50122,1.7791402,0.0,W0.9Ho0.1B11.6
703,37.11075874,29.147203,1.6173698,0.0,W0.9Nb0.1B2.1
704,32.10979226,29.147203,1.6173698,0.0,W0.9Nb0.1B2.1
705,29.38416024,29.147203,1.6173698,0.0,W0.9Nb0.1B2.1
706,28.03321906,29.147203,1.6173698,0.0,W0.9Nb0.1B2.1
707,25.63940312,29.147203,1.6173698,0.0,W0.9Nb0.1B2.1
708,43.09813533,36.05124,1.916374,0.0,W0.9Sc0.1B11.6
709,36.29956011,36.05124,1.916374,0.0,W0.9Sc0.1B11.6
710,34.08932372,36.05124,1.916374,0.0,W0.9Sc0.1B11.6
711,30.73200263,36.05124,1.916374,0.0,W0.9Sc0.1B11.6
712,28.35390018,36.05124,1.916374,0.0,W0.9Sc0.1B11.6
713,34.92040922,28.662962,1.6090164,0.0,W0.9Ta0.1B2.1
714,28.81489784,28.662962,1.6090164,0.0,W0.9Ta0.1B2.1
715,27.3234987,28.662962,1.6090164,0.0,W0.9Ta0.1B2.1
716,26.55446042,28.662962,1.6090164,0.0,W0.9Ta0.1B2.1
717,24.50377779,28.662962,1.6090164,0.0,W0.9Ta0.1B2.1
718,26.50819672,32.792454,1.704886,0.0,W0.9Tb0.1B11.6
719,42.6010929,32.792454,1.704886,0.0,W0.9Tb0.1B11.6
720,35.60655738,32.792454,1.704886,0.0,W0.9Tb0.1B11.6
721,30.22404372,32.792454,1.704886,0.0,W0.9Tb0.1B11.6
722,28.44808743,32.792454,1.704886,0.0,W0.9Tb0.1B11.6
723,29.74501412,34.401894,1.6644527,0.0,W0.9Y0.1B11.6
724,43.77216402,34.401894,1.6644527,0.0,W0.9Y0.1B11.6
725,37.01331939,34.401894,1.6644527,0.0,W0.9Y0.1B11.6
726,33.44709484,34.401894,1.6644527,0.0,W0.9Y0.1B11.6
727,31.3752882,34.401894,1.6644527,0.0,W0.9Y0.1B11.6
729,26.12,27.338425,1.3152555,0.0,W2B5
730,24.0,18.031239,2.0320554,0.0,W2C
731,20.5,18.031239,2.0320554,0.0,W2C
732,36.28,24.351519,2.499996,0.0,WB
733,41.2583195,35.303387,1.9969794,0.0,WB11.6
734,34.06805683,35.303387,1.9969794,0.0,WB11.6
735,30.71075987,35.303387,1.9969794,0.0,WB11.6
736,29.25589659,35.303387,1.9969794,0.0,WB11.6
737,26.40217366,35.303387,1.9969794,0.0,WB11.6
738,26.09,26.283962,1.6336465,0.0,WB2
739,29.50839113,26.06753,1.4120243,0.0,WB2.1
740,25.92951778,26.06753,1.4120243,0.0,WB2.1
741,24.69705809,26.06753,1.4120243,0.0,WB2.1
742,23.20388577,26.06753,1.4120243,0.0,WB2.1
743,21.94770066,26.06753,1.4120243,0.0,WB2.1
744,40.39,38.198433,2.1130512,0.0,WB4
745,38.0,38.198433,2.1130512,0.0,WB4
746,32.9,38.198433,2.1130512,0.0,WB4
747,28.1,38.198433,2.1130512,0.0,WB4
748,25.6,27.564257,2.1492145,0.0,WC
749,31.6298633,29.238092,1.9921079,0.0,Y0.05Sc0.95CrB4
750,29.94742376,29.238092,1.9921079,0.0,Y0.05Sc0.95CrB4
751,28.15983176,29.238092,1.9921079,0.0,Y0.05Sc0.95CrB4
752,25.8254469,29.238092,1.9921079,0.0,Y0.05Sc0.95CrB4
753,23.53312303,29.238092,1.9921079,0.0,Y0.05Sc0.95CrB4
754,35.34134522,27.418669,2.0933828,0.0,Y0.05Sc1.95ReB6
755,32.4633275,27.418669,2.0933828,0.0,Y0.05Sc1.95ReB6
756,25.15574539,27.418669,2.0933828,0.0,Y0.05Sc1.95ReB6
757,22.97844042,27.418669,2.0933828,0.0,Y0.05Sc1.95ReB6
758,22.52797085,27.418669,2.0933828,0.0,Y0.05Sc1.95ReB6
759,8.34,7.082613,0.55151534,0.0,Y0.1Ce0.8Sm0.1O1.9
760,37.6,35.064537,1.5322777,0.0,Y0.25Hf0.25Gd0.5B20
761,30.9,35.064537,1.5322777,0.0,Y0.25Hf0.25Gd0.5B20
762,27.1,35.064537,1.5322777,0.0,Y0.25Hf0.25Gd0.5B20
763,25.7,35.064537,1.5322777,0.0,Y0.25Hf0.25Gd0.5B20
764,25.4,35.064537,1.5322777,0.0,Y0.25Hf0.25Gd0.5B20
765,43.2,32.66041,1.8083484,0.0,Y0.25Hf0.5Gd0.25B20
766,35.9,32.66041,1.8083484,0.0,Y0.25Hf0.5Gd0.25B20
767,33.3,32.66041,1.8083484,0.0,Y0.25Hf0.5Gd0.25B20
768,31.8,32.66041,1.8083484,0.0,Y0.25Hf0.5Gd0.25B20
769,28.6,32.66041,1.8083484,0.0,Y0.25Hf0.5Gd0.25B20
770,44.1,33.81465,1.939469,0.0,Y0.25Hf0.75B20
771,36.5,33.81465,1.939469,0.0,Y0.25Hf0.75B20
772,34.6,33.81465,1.939469,0.0,Y0.25Hf0.75B20
773,31.9,33.81465,1.939469,0.0,Y0.25Hf0.75B20
774,30.8,33.81465,1.939469,0.0,Y0.25Hf0.75B20
775,35.35226078,29.642506,1.8924596,0.0,Y0.25Sc0.75CrB4
776,32.0084122,29.642506,1.8924596,0.0,Y0.25Sc0.75CrB4
777,27.59200841,29.642506,1.8924596,0.0,Y0.25Sc0.75CrB4
778,26.14090431,29.642506,1.8924596,0.0,Y0.25Sc0.75CrB4
779,23.11251314,29.642506,1.8924596,0.0,Y0.25Sc0.75CrB4
780,35.59409986,28.650415,2.0664945,0.0,Y0.25Sc1.75ReB6
781,32.39077837,28.650415,2.0664945,0.0,Y0.25Sc1.75ReB6
782,27.11027396,28.650415,2.0664945,0.0,Y0.25Sc1.75ReB6
783,24.65771741,28.650415,2.0664945,0.0,Y0.25Sc1.75ReB6
784,23.08107391,28.650415,2.0664945,0.0,Y0.25Sc1.75ReB6
785,43.88793167,35.134186,1.7266667,0.0,Y0.25Zr0.75B12
786,36.39841791,35.134186,1.7266667,0.0,Y0.25Zr0.75B12
787,34.17780736,35.134186,1.7266667,0.0,Y0.25Zr0.75B12
788,32.84544103,35.134186,1.7266667,0.0,Y0.25Zr0.75B12
789,30.38258206,35.134186,1.7266667,0.0,Y0.25Zr0.75B12
790,45.71772802,35.134186,1.7266667,0.0,Y0.25Zr0.75B12
791,12.83,16.199644,1.5908219,0.0,Y0.2Zr0.8O1.92
792,7.4985,9.059092,0.71782905,0.0,Y0.5Ce0.5O1.75
793,43.2,30.653217,1.7502726,0.0,Y0.5Hf0.25Gd0.25B20
794,37.4,30.653217,1.7502726,0.0,Y0.5Hf0.25Gd0.25B20
795,33.8,30.653217,1.7502726,0.0,Y0.5Hf0.25Gd0.25B20
796,31.9,30.653217,1.7502726,0.0,Y0.5Hf0.25Gd0.25B20
797,30.8,30.653217,1.7502726,0.0,Y0.5Hf0.25Gd0.25B20
798,42.01892744,29.447496,1.8444952,0.0,Y0.5Sc0.5CrB4
799,35.37329127,29.447496,1.8444952,0.0,Y0.5Sc0.5CrB4
800,28.89589905,29.447496,1.8444952,0.0,Y0.5Sc0.5CrB4
801,26.16193481,29.447496,1.8444952,0.0,Y0.5Sc0.5CrB4
802,24.16403785,29.447496,1.8444952,0.0,Y0.5Sc0.5CrB4
803,36.7985002,29.532478,2.1156306,0.0,Y0.5Sc1.5ReB6
804,33.87043031,29.532478,2.1156306,0.0,Y0.5Sc1.5ReB6
805,27.23851718,29.532478,2.1156306,0.0,Y0.5Sc1.5ReB6
806,25.31152615,29.532478,2.1156306,0.0,Y0.5Sc1.5ReB6
807,23.48462178,29.532478,2.1156306,0.0,Y0.5Sc1.5ReB6
808,38.40990058,36.309628,1.588435,0.0,Y0.5Zr0.5B12
809,35.32123318,36.309628,1.588435,0.0,Y0.5Zr0.5B12
810,33.88790928,36.309628,1.588435,0.0,Y0.5Zr0.5B12
811,31.66729873,36.309628,1.588435,0.0,Y0.5Zr0.5B12
812,43.26778151,36.309628,1.588435,0.0,Y0.5Zr0.5B12
813,39.6214511,29.563784,1.7540824,0.0,Y0.75Sc0.25CrB4
814,33.05993691,29.563784,1.7540824,0.0,Y0.75Sc0.25CrB4
815,27.97055731,29.563784,1.7540824,0.0,Y0.75Sc0.25CrB4
816,25.90956887,29.563784,1.7540824,0.0,Y0.75Sc0.25CrB4
817,22.98633018,29.563784,1.7540824,0.0,Y0.75Sc0.25CrB4
818,37.65249996,30.101063,1.9895086,0.0,Y0.75Sc1.25ReB6
819,33.94863904,30.101063,1.9895086,0.0,Y0.75Sc1.25ReB6
820,28.51799579,30.101063,1.9895086,0.0,Y0.75Sc1.25ReB6
821,26.390743,30.101063,1.9895086,0.0,Y0.75Sc1.25ReB6
822,24.81411719,30.101063,1.9895086,0.0,Y0.75Sc1.25ReB6
823,35.75808038,35.11245,1.754535,0.0,Y0.75Zr0.25B12
824,34.36515194,35.11245,1.754535,0.0,Y0.75Zr0.25B12
825,31.98304244,35.11245,1.754535,0.0,Y0.75Zr0.25B12
826,30.89292454,35.11245,1.754535,0.0,Y0.75Zr0.25B12
827,38.44374343,30.95091,1.913348,0.0,Y0.95Sc0.05CrB4
828,32.49211356,30.95091,1.913348,0.0,Y0.95Sc0.05CrB4
829,27.54994742,30.95091,1.913348,0.0,Y0.95Sc0.05CrB4
830,26.47739222,30.95091,1.913348,0.0,Y0.95Sc0.05CrB4
831,23.02839117,30.95091,1.913348,0.0,Y0.95Sc0.05CrB4
832,40.26147397,30.801289,2.1767688,0.0,Y1.25Sc0.75ReB6
833,33.9048655,30.801289,2.1767688,0.0,Y1.25Sc0.75ReB6
834,29.62538689,30.801289,2.1767688,0.0,Y1.25Sc0.75ReB6
835,26.8474912,30.801289,2.1767688,0.0,Y1.25Sc0.75ReB6
836,25.19576944,30.801289,2.1767688,0.0,Y1.25Sc0.75ReB6
837,38.53778674,30.198833,2.0438817,0.0,Y1.5Sc0.5ReB6
838,34.15822147,30.198833,2.0438817,0.0,Y1.5Sc0.5ReB6
839,28.7526043,30.198833,2.0438817,0.0,Y1.5Sc0.5ReB6
840,25.52422136,30.198833,2.0438817,0.0,Y1.5Sc0.5ReB6
841,23.42201235,30.198833,2.0438817,0.0,Y1.5Sc0.5ReB6
842,35.48773456,28.610975,2.1440942,0.0,Y1.75Sc0.25ReB6
843,33.63580411,28.610975,2.1440942,0.0,Y1.75Sc0.25ReB6
844,27.17907359,28.610975,2.1440942,0.0,Y1.75Sc0.25ReB6
845,25.57740401,28.610975,2.1440942,0.0,Y1.75Sc0.25ReB6
846,23.2249518,28.610975,2.1440942,0.0,Y1.75Sc0.25ReB6
847,36.06584602,27.672659,2.1349912,0.0,Y1.95Sc0.05ReB6
848,32.93758512,27.672659,2.1349912,0.0,Y1.95Sc0.05ReB6
849,25.73007198,27.672659,2.1349912,0.0,Y1.95Sc0.05ReB6
850,25.1044198,27.672659,2.1349912,0.0,Y1.95Sc0.05ReB6
851,22.87711572,27.672659,2.1349912,0.0,Y1.95Sc0.05ReB6
852,28.13419913,28.907803,1.906989,0.0,Y2Re0.5Cr0.5B6
853,25.48268398,28.907803,1.906989,0.0,Y2Re0.5Cr0.5B6
854,21.37012987,28.907803,1.906989,0.0,Y2Re0.5Cr0.5B6
855,16.44588745,28.907803,1.906989,0.0,Y2Re0.5Cr0.5B6
856,14.93073593,28.907803,1.906989,0.0,Y2Re0.5Cr0.5B6
862,38.28030303,26.350044,1.993626,0.0,Y2Re0.95Cr0.05B6
863,34.11363636,26.350044,1.993626,0.0,Y2Re0.95Cr0.05B6
864,29.40584416,26.350044,1.993626,0.0,Y2Re0.95Cr0.05B6
865,27.02489177,26.350044,1.993626,0.0,Y2Re0.95Cr0.05B6
866,24.26515152,26.350044,1.993626,0.0,Y2Re0.95Cr0.05B6
867,35.69107373,27.714495,2.1881547,0.0,Y2ReB6
868,32.46270848,27.714495,2.1881547,0.0,Y2ReB6
869,25.48043013,27.714495,2.1881547,0.0,Y2ReB6
870,25.10503882,27.714495,2.1881547,0.0,Y2ReB6
871,23.1780301,27.714495,2.1881547,0.0,Y2ReB6
872,17.4,10.538543,1.4720004,0.0,Y3Al5O12
873,4.62,3.7033348,0.5243428,0.0,Y5Si3
874,3.59,4.5496135,0.46647006,0.0,Y5Si4
875,16.0,8.811571,1.1672065,0.0,Yb0.2Zr0.8O1.92
876,5.16,6.8584356,0.8006815,0.0,Yb0.5Lu0.5Al3
877,40.83806381,33.180855,1.3164331,0.0,YB12
878,34.64052092,33.180855,1.3164331,0.0,YB12
879,31.85466404,33.180855,1.3164331,0.0,YB12
880,29.61386613,33.180855,1.3164331,0.0,YB12
881,28.26131243,33.180855,1.3164331,0.0,YB12
882,41.6,31.645073,1.9905547,0.0,YB20
883,34.4,31.645073,1.9905547,0.0,YB20
884,32.7,31.645073,1.9905547,0.0,YB20
