element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
Xe,0.14898944498921898,1.618188465804834,-0.26634500268153904,-0.208292559910383,-1.131254231761806,-0.8383931302573031,-0.9250790745846,0.260736908883487,1.3646729336812529,1.1546346781765058,1.1997453186931841,-1.5056717542526799,-0.238089035621536,-1.050992680376244,-1.044643566389806,-1.034446870700126,1.3017007167351569,2.088574935415425,0.15826048840199902,0.15856559270505902,0.15865902659036002,0.159043591561133,0.15925202514449102,0.159198020020225,0.158667112898732,0.15749656407505302,0.155662976374206,0.15304695219866798,0.14973350483663905,0.14582781076089202,0.14137347525280602,0.136534241781331,0.13143462623142602,0.126257125145884,0.121107444083577,0.116084819568489,0.11131893704658698,0.106818545689731,0.10268730542990699,0.09568871122646799,0.090265460634803,0.08815651701253399,0.086383725272793,0.08387651735762901,0.08233192176498401,0.081509555843324,0.08105817108351901,0.080901628302466,0.080758244956164,0.080351645685833,0.07976700509005001,0.07879741001196201,0.07743672344537701,0.076624201833505,0.075734841259327,0.073637392230106,0.07120179131764501,0.064197568460131,0.05719112026847401,0.051126078664376996,0.047614973722947006,0.04993979076778,0.064763546366694,0.08779484981361001,0.11316101057004699,0.134924993936125,0.149219752819706,0.15374690513594702,0.147970975939147,0.133219188478155,0.111045188963147,0.08425583600709599,0.055439128785848,0.026531352138807997,-0.063283715675442,-0.040131670164305,0.026856896560836,0.07491782922570099,0.050515715373131,-0.06585646726014101,1.315160600669587,-0.9375414373799732,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,-0.44780316079175,0.9580383001273539,0.442745019776957,2.622869206048848,1.4695671605508471,-0.680729363320218,-0.28932928216689696,-0.256377670610325,0.31779244321147704,0.27630817388140705,-0.7624498708945181,-0.7606862780889361,-0.7755562582958281,1.916365676838184,1.1742431446424322,-0.8503489285365561,0.32517660483633604,2.672362133834572,1.7694633783179752,-1.2854957804622709,-0.100460931532646,-0.872301149463741,-0.6714172988972461,-0.7658021706539171,-0.8384554015303421,-0.308106988591171,-1.3310757315648,-0.101017247618127,-0.504069264254419,-1.485659206657105,-2.009677543590106,2.961788679993988,-1.294973964866142,-1.400538967489492,-1.289985768926992,-2.7559968582113,-0.8024570175620781,-1.248606538662557,-1.5098955494528983,-1.225917123683638,-0.734127732295597,-1.548759868615018,-0.8510143865878821,3.4834821583328197,1.996085443175026,1.4163079134257879,1.6575881261924672,1.6575884144246866,-0.21654501344660604,1.6355221608051211
Cs,0.17064659508906702,-1.566594050953086,-0.26318235565388703,-0.20893337066289205,-0.6363305053660151,-0.8383931302573031,-0.6858765698107451,1.384961144130445,-1.534838175816032,-1.2171563812742672,-1.228492537217185,-0.16784088944122802,-0.23473766666802898,2.619683195416949,2.6827903750666153,2.538155087258198,-1.5358893266747842,-1.816539274460658,0.19342948582466504,0.192918382361618,0.19078157869471,0.18790764772141305,0.184509261342959,0.18098091031175603,0.177672046800968,0.174712941582085,0.17209445661768602,0.16971643000421902,0.167427466186463,0.165090401949988,0.162537035697001,0.159788169655216,0.15674362551885002,0.153468917833604,0.14994841750100898,0.14631263234943398,0.14256453150522602,0.13886234306077802,0.135221108391666,0.128485860257604,0.122615487252454,0.12012311992279598,0.11791314198181402,0.11431796461842099,0.111850872733001,0.110235498454913,0.109317831007051,0.109033625009479,0.108803686689014,0.108598980421883,0.108407940621246,0.10813831337931,0.10764574298302003,0.107300219471565,0.106882960441221,0.105798753844966,0.104399107332676,0.09964728865228,0.09407159740551,0.088447283641265,0.08428095429565599,0.08335314411434701,0.094203828835185,0.114716055241747,0.13994518281709303,0.164034303474368,0.18251405324738196,0.19217044228841398,0.19208449130857005,0.18199316537913104,0.16342957194745,0.138955396378591,0.11043225340541199,0.080821333868398,-0.024814303346912994,-0.014912901650422004,0.051607195084098,0.108209137699611,0.09987675867066599,-0.016581150028024003,-1.5112810411203148,-0.7282497269853551,2.25226643220394,-0.51096314088158,-0.6223084040819731,-0.44780316079175,-1.1959317511711232,-1.9677556434531465,-0.5701889578367061,-0.8759960598723291,-0.680729363320218,2.08494128453602,2.556955127284348,3.1386379734068734,0.921027246271356,2.265464179496206,2.9252865107724912,0.941800107706,3.118682559740637,2.673114237771163,2.594711352001016,3.5119073322324272,3.211965398810315,2.3620820274414758,-0.9693587803829032,-0.016772398849321,-0.906206767686958,-0.7314300955431859,-0.8851489591572501,-0.9153036938424752,-0.305257847511043,-1.6506134336963818,-0.101017297115612,-0.28282108984040905,-2.1242091610417857,-2.599890963660171,3.9172558811670934,-1.416121403391327,-1.539458824588652,-1.3655949826559672,0.405134116373458,-0.8173971878396551,-0.9977598476551952,-1.015074154454438,-1.0708507464571708,-0.807546556527154,-1.244256118016959,-0.9288076784612752,5.2876352306190375,-0.32238190912154197,1.1819406404846922,3.6908650220510535,3.690865862688834,-0.21654501344660604,5.355328258808244
Ba,0.23003324889934,-1.435262813148636,-0.285083686320377,-0.21686874381479998,-1.131254231761806,-0.8383931302573031,-0.9250790745846,2.5091853793774033,-1.374644191865905,-0.9453886557121992,-0.8395029777752331,-0.51248167054848,-0.23052431274355706,1.113764887399228,1.0383342244240759,1.124535607490515,-0.953107997465896,-1.00933689588292,0.228598483247332,0.22786953003473603,0.22501977638222198,0.220910300169381,0.21576997562517106,0.21019140909613798,0.20450888163077904,0.19916309115089398,0.19435528683668,0.190167749690766,0.186639110413572,0.18364371168057103,0.181102223061748,0.17882447335589602,0.17672239616846802,0.174680955376806,0.172614765173246,0.17046331305692505,0.16827040959938802,0.16595464912951502,0.163606851475799,0.15883360195603502,0.154159943089325,0.15196117081063,0.14987565507420098,0.14617529314715702,0.14322323409870302,0.140947318128075,0.139323079273106,0.13873910627807,0.13829476974830002,0.13768290869541197,0.13740060693966702,0.137222740318621,0.13712178804314698,0.137024222769134,0.136855678899271,0.13648832433507702,0.135872609618283,0.13334496336541002,0.12960428301926602,0.12506189093356498,0.121148765954087,0.11831204904742999,0.12556936138336,0.142944115302319,0.16691797599545502,0.19222758578937899,0.21405602207360305,0.2283614191782,0.233558736527686,0.228757225649572,0.214248117396895,0.192901519279404,0.16590219702456702,0.136280638281394,0.016740890719197002,0.01153007892724,0.07606631362473401,0.139766523857172,0.148772131748413,0.033260550160782006,-0.945992712762334,-0.9375414373799732,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,-0.44780316079175,-1.069227630506507,0.442745019776957,-0.5701889578367061,-0.8759960598723291,-0.680729363320218,1.422885068820784,1.5541830409060482,1.308900332199049,1.5657463186613059,1.6504191380105901,1.4570750032539441,2.6591564737078293,1.9260617807325582,1.548960917924614,1.7787760224000122,1.629979737313475,1.7913772114251971,2.0773568122761734,-0.6940827955826001,0.06691613383400401,-0.8172739985768821,-0.7914428921891271,-0.7871863409910761,-0.682746388034787,-0.302408706430914,-1.159616476762487,-0.101017297115612,-0.46866955634818097,-1.73847286206655,-1.7353529962335972,1.8535957273663133,-1.113252807078365,-0.805168151350234,-0.671769256672436,0.154994343535651,-0.39693811002785706,-0.6265692612735849,-0.253468438660917,-0.298879055540239,-0.6042328894243809,-0.7208902966765441,-0.836567060954252,0.5415072470297281,-0.32238190912154197,0.9046258683872309,2.0632026983164717,2.0632030411158446,-0.21654501344660604,2.2307869537561156
La,0.251233980281178,-1.3039315753441851,-0.279011404027286,-0.21470066743547606,-0.6363305053660151,0.157516285078644,-0.20747156026303698,1.6563038297379569,-1.03823682557064,-0.928094345903704,-0.7304680255074131,-0.08604876490088201,-0.23059584676604405,0.8314052046459061,0.8190734043384041,0.8675138838963911,-0.807412665163674,-0.747541529857708,0.263767480669998,0.263102257950941,0.26045683990019297,0.256636644191298,0.25171979704971303,0.246115323249058,0.24018354961739505,0.234246885650518,0.228529851068132,0.22324968692160704,0.21847343418103699,0.21418014499971905,0.21039982097203905,0.207017961072274,0.20394874388675704,0.20115729420810105,0.19852474535719905,0.19607408393790804,0.19365745509703206,0.191315946043786,0.189064552293374,0.18469768277426105,0.180531786544344,0.178614290127229,0.17681425011954602,0.173563746423944,0.17097918493233602,0.168980512927487,0.16762991725995102,0.16715719108718802,0.16682209192329503,0.16647156866159502,0.16649376776872302,0.166768824828397,0.167121386301499,0.16727712292253002,0.16746952502487197,0.16772300264917,0.167846573954368,0.167159441110473,0.165075705381964,0.16167649822586502,0.15815113166966602,0.15393333323187602,0.15805795647801602,0.17230478271100005,0.19445663196777,0.220115525696646,0.24439326292382105,0.26302485483562504,0.27302210925132897,0.27310938596337203,0.26350082531148394,0.24534076723885503,0.22089532164413103,0.19257517318253806,0.060558991392869015,0.038462744330416,0.10081661214799599,0.171670694478003,0.19254513240849006,0.081403101479517,-0.3807043844043541,0.9460839561715899,-0.4394666209178421,-0.51096314088158,2.068260284154794,-0.44780316079175,-0.9425235098418909,0.442745019776957,-0.5701889578367061,-0.6414397378300111,-0.680729363320218,1.240248871382097,1.108506558071249,0.470270579978796,1.0881766354094922,1.208848338995276,1.082300116341777,2.302162709436583,0.8788825601400991,1.049337220215038,0.7271260420253841,1.5239074546907698,0.635084500762892,0.525086153152269,-0.24918549580724705,-0.30357997439946804,-0.612728629623707,-0.5946441716564931,-0.579124143116016,-0.450189082227099,-0.29955956535078504,-0.575096289936421,-0.101017297115612,-0.583718607043468,-0.852321904961278,-0.505048965665012,0.6094396057607879,-0.3973815794295471,0.306190705443046,0.360074130687685,0.037557401381954,-0.5178823456082391,0.643293271084552,0.7590415788327209,-0.085550872457282,-0.5138712596009261,0.5018825768187871,-0.680980477207465,-0.15209376980757902,-0.32238190912154197,0.125260774930709,0.8413482310760371,0.8413477708115421,-0.21654501344660604,0.632285395824081
Ce,0.267492839404035,-1.2382659564419598,-0.285637149550216,-0.21693282489005006,-1.131254231761806,1.1534257004145931,0.9885409636062352,1.5236333664607098,-1.006198028780615,-0.910800036095208,-0.7422555879147451,-0.064208411218547,-0.125905804856625,0.7686586084785011,0.7532951583127021,0.7989747576046251,-0.7611601787185239,-0.6893647818521049,0.29893647809266505,0.29837018339753096,0.295964424937603,0.29253985130243104,0.28809590094174103,0.28303910777601504,0.27765452515620703,0.27226035783516,0.26707642778121904,0.262279763809935,0.257896172334932,0.254011898485698,0.25054280217045805,0.24744635855236105,0.24463487758972305,0.24203304538624104,0.23963681044546303,0.23731176586491398,0.23502598449507806,0.232779653697278,0.23058581832331798,0.22625457667320806,0.221955084061311,0.219922340000543,0.218001716177621,0.21440307174619905,0.21130216236491103,0.20874423734642306,0.206787709808418,0.206017491623146,0.20537252729490998,0.20436433477093,0.20377723121459598,0.203444954037582,0.20329891229892005,0.20329499880445898,0.203265819796518,0.20315501120791304,0.20293452438231505,0.20173313856311298,0.19938312597455699,0.19572165939239003,0.191789645956556,0.18616912346490905,0.188139988973068,0.20018434820292305,0.221146493749156,0.246985657578101,0.272978172172583,0.294868214371768,0.30909213463886304,0.31370970190017305,0.30848306722191804,0.29416351533903196,0.272232833933492,0.24569583222872104,0.101702747893969,0.06612993697186001,0.12702281058439202,0.20288129617229406,0.23911215438729705,0.12671373801479602,0.184583943953626,3.6668761913016263,-0.4394666209178421,-0.51096314088158,2.068260284154794,3.514010914546377,-0.8158193891772741,0.442745019776957,-0.5701889578367061,-0.6414397378300111,-0.502356428546471,1.17176029734259,0.6349752950592741,0.39403151159513705,0.70612088880804,1.193077953316158,1.069258499397947,2.2141763675353867,0.7334410017244799,0.799525371360249,0.056245882131225014,1.417835172068066,0.463292440893064,0.34522761252322304,-0.15753935249237,-0.556389083547015,-0.6794282064562641,-0.5946441716564931,-0.605131917850398,-0.387380792613602,-0.32579540613030394,-0.575096289936421,-0.101017297115612,-0.601418460996589,-0.8418965995835691,-0.4717975053793741,0.531214220869422,-0.37535477242496795,0.28634501157173803,0.360074130687685,-0.022728309689215003,-0.5747972799990071,0.3990889379387561,0.6929806993977531,-0.22040081202267506,-0.49047405187878207,0.430514510272368,-0.6854258081716591,-0.14497991322463302,-0.32238190912154197,0.16443004400102698,0.8602930279011729,0.8602938940821899,-0.21654501344660604,0.6527962802894449
Pr,0.27812564142018503,-1.1726003375397351,-0.27709800257555606,-0.21405985668296698,0.35351694742556405,2.149335115750541,1.2277434683800892,1.684733214725939,-0.9901786303856022,-0.8935057262867131,-0.7658307127294081,0.35075830874582403,-0.022896812475645997,0.7059120123110959,0.6875169122870011,0.7304356313128578,-0.7149076922733749,-0.6311880338465021,0.33410547551533104,0.33360291131373504,0.33147200997501297,0.32851380364925203,0.32475619314542503,0.32067708542728396,0.316526620585732,0.312588637079572,0.30908418104226704,0.306083039188841,0.30357472527569,0.30149642560300405,0.29972360277565,0.29820983508750903,0.29678675490926404,0.29537280402589805,0.293879725219711,0.292282187802063,0.29054271036355395,0.28865501896237106,0.28658462667124396,0.282092760783181,0.27724267870012803,0.274814053577011,0.27239862192834896,0.26767560445258404,0.26337847402671105,0.25949956038522703,0.25618314209546106,0.25474783168173404,0.25341600737678605,0.25106593871607197,0.249150502766648,0.247558899659817,0.24612556391381105,0.245500967899583,0.24488569088175904,0.243602011747278,0.24230420568657304,0.238584495138476,0.23411938932455606,0.22873904210860505,0.22334257235765803,0.21546100591410206,0.21565502136187603,0.22640856449376198,0.24670462994264006,0.27283798143374305,0.300358353445344,0.32483152316038905,0.34252288987609003,0.35109415122811904,0.34990658746222303,0.33906838859166405,0.320232613225713,0.29547556932231395,0.14613800491515702,0.09967334751945099,0.15322900902078698,0.232357975550236,0.28335082526716304,0.17768820411698602,0.184583943953626,1.364667376960826,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,2.9045010568020486,-0.689115268512658,0.442745019776957,-0.5701889578367061,-0.8759960598723291,-0.14561055899897699,1.1489307726627542,0.9970874373625492,0.4321510457869661,0.5628499838324961,1.177307567637039,1.0562168824541172,2.126190025634191,0.7625293134076041,0.799525371360249,1.669984645119878,1.311762889445362,0.483114601647275,0.34705668242792503,-0.165809446456327,-0.538953972571322,-0.6016120334849481,-0.5730179386309291,-0.579124143116016,-0.298936466423168,-0.31036255861294004,-0.4748928293376671,-0.101017297115612,-0.601418460996589,-0.8314712942058601,-0.43854604509373707,0.452988835978057,-0.33130115841581004,0.306190705443046,0.360074130687685,0.037557401381954,-0.475196144815163,0.301407204680438,0.64851664593191,-0.07339227134892701,-0.467076844156637,0.135526501880497,-0.610966514521411,-0.252873404732658,-0.32238190912154197,0.165140910610638,0.77275424380803,0.7727537859288931,-0.21654501344660604,0.5590750125863959
Nd,0.32290993170320004,-1.10693471863751,-0.24736912051562696,-0.20540891152409105,0.848440673821354,2.149335115750541,0.9885409636062352,1.580492136436673,-0.97415923199059,-0.8762114164782181,-0.7452024785165781,1.353994955143899,0.011439518318012999,0.643165416143691,0.6217386662612989,0.6618965050210921,-0.6686552058282249,-0.5730112858409,0.369274472937998,0.36887083676032595,0.366944334252704,0.36431089290685503,0.36102572642058095,0.35742232167316296,0.35381796536932497,0.350421264962671,0.34741215713127205,0.34489281460837296,0.342849396807411,0.34117885667666403,0.33982892639320705,0.338714225795943,0.337664623455315,0.33659692808339703,0.33546074922533203,0.33419072197094396,0.33274817532745504,0.331084871260215,0.329285243058551,0.325227239065904,0.32057390701367905,0.31822178648330496,0.31579487954158897,0.311036968283363,0.306504169621639,0.30231137517774004,0.298549042949105,0.29685046404154997,0.29529141779920304,0.292452713128995,0.289951274084772,0.28782569886150905,0.28591560697899104,0.28500956302998104,0.28410133321368103,0.28241368881470197,0.280728569784373,0.276136669905448,0.270999866461593,0.26496823248203805,0.25893212047318803,0.24916875003905406,0.24694033515673006,0.25524649004947003,0.273583112655344,0.29909742849971005,0.327519493267922,0.35420731609040995,0.37532524745848106,0.387942622787922,0.3911877588357221,0.384425324326706,0.3690270908505861,0.346758721294573,0.19427620002144505,0.13150286117775,0.17943520745718305,0.26010073261182803,0.32758949614702904,0.22866267021917505,-0.3807043844043541,1.155375666566208,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,2.5997461279298855,-0.562411147848042,0.442745019776957,-0.5701889578367061,-0.8759960598723291,0.032762375774768995,1.103271723303083,0.9413778770081992,0.39403151159513705,0.601055558492641,1.161537181957921,1.043175265510287,2.038203683732995,0.7334410017244799,0.799525371360249,0.926576900372296,1.205690606822657,0.45007766705692304,0.32876598338090396,-0.103361798157056,-0.412549417997549,-0.5682622450686691,-0.551391705605365,-0.544447110136839,-0.5758056614540931,-0.31712926867824603,-0.37468936873891295,-0.101017297115612,-0.583718607043468,-0.8314712942058601,-0.43854604509373707,0.4343637443372561,-0.33130115841581004,0.306190705443046,0.360074130687685,0.134367277312057,-0.460967411217471,0.08162330484922099,0.5278285008103341,0.026087192264886,-0.44367963643449293,-0.007209631212342002,-0.5876285269593929,-0.27777190277297203,-0.32238190912154197,0.16811902660032002,0.7232661236736101,0.7232663073994181,-0.21654501344660604,0.5072738007249661
Pm,0.33309077415660904,-1.0412690997352851,6.355447211464809,2.2985591039061792,1.343364400217144,1.651380408082567,0.270933449284671,1.466774596484747,-0.9501301343980709,-0.8589171066697231,-0.7245742443037471,-0.5288619358102321,-0.082448886195899,0.5804188199762861,0.555960420235598,0.593357378729326,-0.6224027193830749,-0.5148345378352971,0.40444347036066397,0.4041035646765301,0.4024166585303941,0.40014335478230106,0.397295259695738,0.394167557919042,0.39107338400187397,0.388217723985461,0.38574013322027795,0.383702590027906,0.382124068339132,0.38089861835340505,0.3800095651724871,0.3792946097327221,0.37865753290721904,0.37797588453172304,0.37723717277984997,0.37629656562272995,0.375192764738745,0.3739172838265401,0.37239253198288,0.3688183865123511,0.3645411122594261,0.36227227950173496,0.3599707106448879,0.355239011616984,0.35062437811288605,0.346231586469735,0.34214157344884505,0.340240492860841,0.33846790541541205,0.33511898354041497,0.33215896855179705,0.32952876606020404,0.32706688835955805,0.325946179671116,0.32481294010322403,0.32264264622447497,0.32054310624460997,0.315032079539667,0.30904434536873504,0.302289437458927,0.29546354698875005,0.28383326419375304,0.27918827399142604,0.284868528384637,0.30102745816200005,0.32545865636825905,0.35402350873995403,0.38240807730323,0.4064937711383021,0.423049166601262,0.43047604607394896,0.427823322637975,0.416073232143623,0.396872550583425,0.24570589564782006,0.17018796239321998,0.205641405893578,0.28610956735707005,0.37182816702689503,0.285300965888275,-0.3807043844043541,0.9460839561715899,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,2.294991199057722,-0.43570702718342497,0.442745019776957,-0.5701889578367061,-0.8759960598723291,0.21113531054851603,1.0576126739434109,0.913523096831024,0.31779244321147704,0.6392611331527861,1.145766796278802,1.030133648566457,1.950217341831798,0.8207059367738521,0.799525371360249,0.9084450041589409,1.0996183241999529,0.516151536237626,0.29645241506449904,-0.060492331486745,-0.35152652958262404,-0.55714564892991,-0.508139239554237,-0.5011008189128681,-0.463007100515568,-0.31303362837556103,-0.274485908140158,-0.101017297115612,-0.6102683879731501,-0.8314712942058601,-0.4052945848080991,0.404563597711974,-0.309274351411231,0.306190705443046,0.360074130687685,0.08919897712487501,-0.41828121042439503,0.106043738163801,0.464308424430558,0.113408054770345,-0.4202824287123481,-0.30695551070730703,-0.605965517186693,-0.25761597578795603,-0.32238190912154197,0.17271890433331502,0.6669339797054711,0.6669334929563061,-0.21654501344660604,0.4493342949724421
Sm,0.405081955621351,-0.9756034808330591,4.378792819182316,4.80252711933645,1.8382881266129343,0.655470992746619,-0.9250790745846,1.353057056532821,-0.926101036805552,-0.8416227968612281,-0.712786681896415,-0.4941357734553181,-0.17633729070981302,0.517672223808881,0.490182174209896,0.5248182524375591,-0.5761502329379251,-0.45665778982969396,0.43961246778333096,0.4393714901231201,0.437888982808085,0.435905071422061,0.43349374589297995,0.43087708450870493,0.4282928764833791,0.425978014147942,0.42399524243458897,0.42247564853597297,0.42136172321530896,0.420655710633224,0.420190203951768,0.419912990283676,0.41968878932774,0.41947096527316896,0.41909175615392796,0.41859971875741997,0.4178764785974231,0.41695097652710505,0.41574382442942304,0.41278317236548207,0.40897470058878105,0.40692268195815995,0.40470956704656197,0.4001932418742,0.39555827897384893,0.39102927832382106,0.38672484327812395,0.384679511387851,0.38275271804855504,0.379015538565775,0.37562284440176896,0.37251421539908,0.3695794080555141,0.368205038451823,0.36686022963349996,0.3642343731942001,0.3616366012782921,0.35515392100919896,0.34831408929704205,0.34076689319241404,0.33313868299006605,0.319528146072795,0.312398837865964,0.315274679499266,0.329131976928265,0.35202344584197004,0.380418003486896,0.41002132265745,0.436531179039419,0.456547777110174,0.467913798043708,0.4695637585137441,0.461529976771355,0.44548296499361106,0.300427091794283,0.209852433259716,0.23475940415624005,0.312118402102312,0.416066837906761,0.339107346773919,-0.3807043844043541,0.7367922457769721,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,1.9902362701855583,-0.30900290651880896,0.442745019776957,-0.5701889578367061,-0.8759960598723291,0.38950824532226297,1.034783149263576,0.8856683166538492,0.27967290901964803,0.6774667078129311,1.129996410599684,1.017092031622627,1.862230999930602,0.8207059367738521,0.799525371360249,1.5067975791996768,0.993546041577248,0.41704073246657103,0.264138846748094,-0.045471140409352,-0.27742730793592896,-0.5015626682361121,-0.464886773503108,-0.4664237859336911,-0.35020853957704307,-0.30893798807287604,-0.17428244754140398,-0.101017297115612,-0.6279682419262711,-0.82104598882815,-0.4052945848080991,0.382213487743012,-0.66720996523564,-0.24948872295359303,-0.14695236137720202,0.037557401381954,-0.36136627603362703,-0.4556262280715279,-0.296026889835367,0.082458888312714,-0.396885220990204,-0.6067013902022721,-0.6243025074139931,-0.23746004880294005,-0.32238190912154197,0.180824080884726,0.6307136601609851,0.6307136468190381,-0.21654501344660604,0.41265424611102497
Eu,0.4266255852984861,-0.909937861930834,3.3272126824880313,0.423653643855916,2.333211853008725,-0.8383931302573031,0.74933845883238,1.2393395165808951,-0.9020719392130332,-0.8243284870527321,-0.7039460100909161,-0.5425121568616911,-0.08620442237645601,0.454925627641476,0.424403928184194,0.45627912614579297,-0.529897746492775,-0.3984810418240911,0.474781465205997,0.474639415569711,0.4733613070857751,0.4717375332975081,0.469692232090223,0.467550901442153,0.465476442813839,0.46366596658980497,0.4621774847742061,0.46113855630964207,0.4605253447804,0.4602261498976461,0.4602202124076021,0.460341387763763,0.4605283109051741,0.4606950893306681,0.460750939979108,0.460626638616044,0.460321068008712,0.459743133066581,0.4588917806074541,0.4565403813260111,0.4532810935316981,0.4514016817180141,0.4494051138098991,0.44510322584179207,0.44058259009811296,0.43601170292782,0.43159118148727305,0.4294522993673161,0.427326658946985,0.4233057846675961,0.4195389455496021,0.416012617594029,0.4127201915893409,0.4110985734595231,0.40954864683132797,0.406480229552702,0.403508592834939,0.3960933837022729,0.38844151874016297,0.38020789122306703,0.371755697391416,0.35632699337077706,0.34681268304030305,0.34690056160416505,0.358085289885459,0.3790971393285871,0.406702977508746,0.43681204580962896,0.465437471161833,0.488706443198729,0.5036433636118061,0.5096466319540129,0.5055562644003121,0.49242291842750296,0.354942569158241,0.255148279619602,0.26329504245364804,0.33812723684755497,0.458908498127262,0.39574564244301796,-0.3807043844043541,0.5275005353823531,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,1.6854813413133949,-0.182298785854192,0.442745019776957,-0.5701889578367061,-0.8759960598723291,0.5678811800960111,1.034783149263576,0.7742491959451491,0.27967290901964803,0.715672282473076,1.114226024920566,1.004050414678797,1.774244658029406,1.140677365288214,0.799525371360249,1.3798743057061869,0.8874737589545431,0.41704073246657103,1.2024517078603039,-0.4014227357152021,0.694580128958947,-0.8317255735572691,-0.7265641931124341,-0.7438400497671049,-0.249373462374423,-0.33802296993252395,-0.07407898694265,-0.101017297115612,-0.6279682419262711,-0.82104598882815,-0.4052945848080991,0.3766259602507721,-1.025145579060049,-0.805168151350234,-0.6539788534420891,0.064301146695018,-0.30445134164285903,-0.4556262280715279,-0.471342300643551,-0.19387295505899105,-0.37348801326805897,-0.7399217810889229,-0.787668420348119,0.165658490897375,-0.32238190912154197,0.9289963993995792,0.8169768291315671,0.8169765154449921,-0.21654501344660604,0.6060853609230691
Gd,0.4976228586609161,-0.844272243028609,3.58813106226932,7.5793737135436166,2.828135579404515,0.157516285078644,0.031730944510817004,0.8792339733997959,-0.878042841620514,-0.8070341772442371,-0.5624952612029329,-0.520453399642532,3.701700903355362,0.39217903147407107,0.35862568215849305,0.38773999985402596,-0.4836452600476261,-0.34030429381848903,0.5099504626286641,0.5098369459555301,0.508727849084307,0.5073223868480501,0.505499959358937,0.503439105938856,0.5012948154046311,0.49914761855282597,0.497190018064638,0.4955055854417921,0.494062434702869,0.492965088798493,0.49211618339734,0.4914986113856351,0.4910908448931701,0.490771281248675,0.490529831231253,0.4902625229482761,0.489932645410204,0.489532592934138,0.489026215600782,0.4875523690807701,0.485461526300765,0.484182447436982,0.482796844967393,0.47970382432716896,0.476249438970648,0.472681153785701,0.469003385693219,0.467168247494853,0.46534702583223997,0.4618382987761791,0.4584303211656471,0.455150920512361,0.45209139209594,0.45055427890433797,0.4490848529970261,0.446218589920892,0.44343434308417207,0.436448831235675,0.429242843944925,0.42138326538861903,0.41319834699286295,0.397100116176941,0.38539790338728996,0.38218563667988,0.389867916812411,0.407901106459086,0.433864117331324,0.4639552784769681,0.4939667246913461,0.519793153751,0.5388035337126831,0.548674692935328,0.548946793363147,0.540198102349541,0.423858361297584,0.292609168771292,0.29590720050783004,0.36586999390914704,0.5022158285675521,0.455215852895573,-0.3807043844043541,2.411125928933917,-0.4394666209178421,-0.51096314088158,2.068260284154794,1.6854813413133949,-0.055594665189576,0.442745019776957,-0.5701889578367061,-0.6414397378300111,0.5678811800960111,0.989124099903904,0.8021039761223241,0.31779244321147704,0.7538778571332211,1.098455639241448,0.9910087977349672,1.6862583161282099,0.558911131625737,0.6746194469328549,1.416138098132899,0.7814014763318391,0.41704073246657103,0.254383807256349,0.047018890044703006,-0.4212669734853951,-0.5015626682361121,-0.4216343074519801,-0.4230774947097201,-0.148538385171802,-0.29018114262869404,0.026124473656102997,-0.101017297115612,-0.6571730009489211,-0.82104598882815,-0.4052945848080991,0.37103843275853104,-0.29826094790894203,0.306190705443046,0.360074130687685,-0.022728309689215003,-0.254650774050938,0.17930503810754,0.6231086153799991,0.34884278532303803,-0.35009080554591504,0.344872830416663,-0.525393893460678,-0.33112582714507305,-0.32238190912154197,0.19612042556942305,0.5596596900002401,0.55966045467098,-0.21654501344660604,0.34198900912086705
